input_index,input_x1,input_y1,input_theta0,input_theta1,output_v0,output_delta0,output_v1
41,-0.9204043636898038,1.173538211316098,0.8021398599068301,1.1197907794800472,-0.1999999830519174,0.2168391247094322,-0.1967669955510017
48,-1.0493395760166462,0.7299229695579666,1.625416554607913,1.2064111158651531,-0.2000000099581116,0.285309132103488,-0.1710909526050205
24,-0.3811815845538422,1.7439756485000395,1.2223792469097967,1.624217268311081,0.1999322693260089,-0.0374409225706681,0.1854707545892228
2,-0.05612768221250314,0.3459385192972614,1.5132147515041057,1.5499821142119048,0.49845675249323146,-0.12016701952046134,-0.12191808657208547
4,0.10152201791479794,0.20186639381004096,1.7273988063123564,1.5456527798191992,0.33206459331554,-0.04303332380174438,-0.03632257608619436
4,0.014199949789378507,0.5572253533931483,1.4686680185284953,1.5379131511003037,0.35246891662694124,-0.19991205440852305,-0.2018716935833531
16,-0.2956629149525835,1.1405316258509592,1.6483715589347998,1.8156554383898296,0.1999882952638128,-0.0817175641906507,0.1985572251096947
31,-0.14716404521059312,1.7097532651412108,1.7119563687379937,0.28214167213935837,-0.6605431042484723,0.1346070657539884,-0.046484633492627575
1,-0.03344976665219871,0.24959976257129712,1.6288976213850024,1.5499127923907958,0.39115977284585673,-0.05114465604789393,-0.0478988460164773
17,-0.3397003453668688,1.2821085124192384,1.5789277088906748,1.7279967182609242,0.1999718042204416,0.0672330839522885,0.1967555427356987
21,-0.3815069784524914,1.6536732346456295,1.4545556746476216,1.551441062259447,-0.0247249800226114,-0.0955897771438819,-0.0236843497619329
11,-0.1534101352481557,0.9083869506439988,2.073209522446469,1.6405452580778896,-0.1437509759674114,0.06339062079484839,0.051521943992046466
4,0.07765274918743914,0.2892857364832233,1.600614828118358,1.5593139106315068,0.5661586839232587,-0.05990145927285307,-0.057512755000864585
3,0.0774317468905628,0.2941068679456878,1.5368079813804965,1.5734792115584855,0.22008852738642035,-0.19987946752881464,-0.2005519965453625
15,-0.2962940218466886,1.1506768822155111,1.6455108802377008,1.8109258664164976,0.19997853111691,-0.0451676374948457,0.1979925836052294
6,-0.1081241037992759,0.7402218783122629,1.5952012604710202,1.5990149977155599,0.5027789076202889,0.19995648711717326,0.1997632867764337
8,-0.0665927443797542,0.4604739118893048,2.1137082485930936,1.99454437327177,0.1567189983948747,-0.3379372322488944,0.1515901400822886
29,-0.3664635744785847,2.000068361267604,1.4716245918096496,1.2143410251568685,-0.0018716701319452,0.0420931896890215,-0.0007389836105667
34,-0.5882022331955545,1.6565714776186269,1.0574237394676569,0.8571694519386762,-0.0782367746269958,-0.291808032942934,-0.0824778959140935
