input_index,input_x1,input_y1,input_theta0,input_theta1,output_v0,output_delta0
0,-0.0999999999999998,0.15,1.5707963267948966,1.5707963267948966,-0.0019254088,0.05535844
0,-0.0999999999999998,0.1722222222222222,1.5707963267948966,1.5707963267948966,0.0018875077,0.057555318
1,-0.09999514383292554,0.173220873473838,1.5995739857342581,1.5612664026731835,-0.0032013878,0.08418074
0,-0.0999999999999998,0.1944444444444444,1.5707963267948966,1.5707963267948966,0.006459497,0.050413877
1,-0.09998639817531725,0.1977157551206932,1.59600326518086,1.562575830191855,0.0012989491,0.08817503
0,-0.0999999999999998,0.2166666666666666,1.5707963267948966,1.5707963267948966,0.010753177,0.043979257
1,-0.09998061714991902,0.22207449095572568,1.5927859554674964,1.5637286326378055,0.0066620335,0.07537314
6,-0.09985501677011507,0.2222734378587306,2.0652731592443327,1.3945915654986372,0.12157338,0.24852528
7,-0.09280892224184005,0.27672773961521613,2.189535797634397,1.4907359873075983,0.16379702,0.085918516
8,-0.09273514474039922,0.34478301631843106,2.2324950555947165,1.6427131638588672,0.16922024,-0.046111673
9,-0.10346062989992363,0.41683873765990254,2.2094392190363745,1.785377268357994,0.19530317,-0.19186094
10,-0.1287897528122385,0.5031627513200695,2.11350874702004,1.9137480569095868,0.20881172,-0.27304068
11,-0.1675211119105452,0.5981642724317506,1.976988405981336,1.9893970173379032,0.2124769,-0.10217413
12,-0.21102684677332553,0.6952036766207907,1.9259013394501547,1.9919614135765407,0.21510595,-0.082568675
13,-0.2543328155103503,0.7936328768539034,1.884617001810346,1.9770225553531253,0.21424732,-0.084777266
14,-0.2955529612208296,0.8923620467896913,1.8422283689167838,1.9544068102984264,0.21364847,-0.08349326
15,-0.33406061742946175,0.9917192673268835,1.8004817376520972,1.92588583854473,0.21307535,-0.080527216
16,-0.3693682175469045,1.0918365392150653,1.760218129554067,1.893338234553682,0.2123676,-0.077438205
17,-0.4011395057269796,1.1926820299787517,1.7214990268137793,1.858439370167127,0.22034496,-0.104092985
