input_theta1,input_x1,input_y1,input_theta0,output_delta0,output_v0
0.85576896816615,0.2878091468661,0.88424583848328,0.244350110753,-0.3036873564008243,0.18438340932083397
0.65741754795475,0.37163588530966,0.96287510988577,0.12450539966005,-0.26265690386377294,-0.19999991751710974
0.88475914576119,0.28340376799712,0.87801376797217,0.23603598523773,-0.08377599190541134,0.1999999544094011
0.65356315502774,0.37117512595205,0.96149887038814,0.20120294149659,-0.13688612047031512,-0.19999986876544903
0.87171479948761,0.28129667431752,0.87683002620861,0.25834263246231,-0.3036872992838693,0.1999999922400936
0.65718883591744,0.37163600089736,0.96282133881704,0.1283475500453,-0.25768196128510773,-0.19999997529079236
0.88374593322496,0.28326691111358,0.87794359847946,0.237668242044,-0.08377639168615797,0.1999998562776147
0.65343092560447,0.37119389239974,0.96148930082134,0.20283504838978,-0.13410797696035973,-0.19999986687697185
0.87137504516589,0.28127316591485,0.87682753301415,0.25880090432445,-0.3036873419559301,0.19999996434679979
0.65712101389759,0.37165987577084,0.96283111700267,0.12880582059803,-0.2573337522856475,-0.19999991389231747
0.88350100476385,0.2832572551886,0.87794735246984,0.23797201894843,-0.08377640721794559,0.19999985617758742
0.65336881609976,0.3712193818572,0.96150250506274,0.20313881882338,-0.1335204644959786,-0.1999999579224653
0.87127281159922,0.28128735318309,0.87684551859291,0.25885657486712,-0.30368735459402024,0.1999999414905743
0.65707261313093,0.37168643644846,0.96284835332788,0.12886150023937,-0.2571746187808963,-0.19999997513101475
0.88344074142963,0.28327803559414,0.87796869757479,0.23795715227715,-0.08377601444518538,0.1999999549499737
0.65332357589547,0.37124646067005,0.96152114780316,0.2031240990261,-0.13862743355151386,-0.19999996303857584
0.86993584243544,0.28110692264682,0.8767585571187,0.26100002221258,-0.3036873138630499,0.1999999925346337
0.65692237005432,0.3716998330183,0.96282743971322,0.13100493296254,-0.2524300553933688,-0.19999991557653538
0.88334275604476,0.28329485672726,0.87798843878225,0.23799891391674,-0.08377601594745286,0.19999995494050468
0.65327215868063,0.37127520499382,0.96154015830579,0.20316586003978,-0.13848288885067978,-0.19999996301677184
0.86987292136077,0.28112959416989,0.87678191816499,0.26098065798384,-0.3036873139935345,0.19999999254195205
0.65687431018867,0.37172890087785,0.96284743664278,0.1309855686696,-0.2559843104194566,-0.19999999111164918
0.88237143198654,0.28316626793336,0.87792384487124,0.23955348454575,-0.08377601646298044,0.19999995167399917
0.65314297627048,0.3712951174675,0.96153244909514,0.20472043102235,-0.13085621170647002,-0.1999999577405342
0.87078857126629,0.28130484225941,0.87688690262713,0.25931347631561,-0.3036873045210852,0.19999999268331164
0.65690909980867,0.37176698129704,0.96289660271436,0.1293183912247,-0.25605217949166753,-0.19999991383423132
0.8832503941846,0.28334229568224,0.87803488527572,0.23791634727433,-0.08377602280048135,0.19999995418267671
0.65318306187387,0.37133062209723,0.96157903109328,0.20308329066657,-0.1332783725368096,-0.19999986627484567
0.87108084319137,0.28138206435336,0.87693922430236,0.25869878942416,-0.3036872981392495,0.20000000324148626
0.65689223158344,0.371798464614,0.96292656711477,0.12870370037795,-0.25711170351800366,-0.199999913976907
0.88326495528455,0.28337563070644,0.87806356116053,0.23777141618368,-0.08377641110135435,0.19999985602500567
0.65314457837289,0.37135842626733,0.96159994917461,0.20293821446295,-0.1334369664477058,-0.199999866384733
0.87105722153374,0.28140885875266,0.87696409471005,0.2586206842983,-0.3036873574353759,0.19999993524930298
0.65685011121124,0.37182601610432,0.96294634321392,0.12862561243284,-0.25717560085634045,-0.1999999139245709
0.88322468325076,0.28339979793261,0.87808689002685,0.23772166664091,-0.08377602174951108,0.1999999541417458
0.6531010450137,0.37138575301645,0.96161923497634,0.20288861047931,-0.13309424179487161,-0.1999998637745259
0.87110227461416,0.28144649950184,0.87699483202561,0.25842635737324,-0.30368732438753565,0.19999998566570176
0.65681354046789,0.3718543580691,0.96296828692635,0.12843126779339,-0.2569537417686436,-0.1999999753100204
0.88332475121002,0.28344727362554,0.87812374397567,0.23742896517065,-0.08377639912166257,0.1999998561985482
0.65307034699606,0.37141430814735,0.96164267950108,0.20259576842409,-0.13349383822491934,-0.19999995704723508
0.87110585400881,0.28147757332091,0.87702200081062,0.2583022800242,-0.30368733377005674,0.1999999756541172
0.65677363124026,0.37188221062935,0.96298890233446,0.12830719267739,-0.2573065254111529,-0.19999997523867158
0.8832371754374,0.28346351127993,0.87814244218096,0.23746134828523,-0.08377601219691744,0.1999999549691006
0.65302263497855,0.37144112165071,0.96166048325242,0.20262829597003,-0.13866901605980958,-0.19999988161273585
0.86972409959272,0.28128996788494,0.87693117328868,0.26052178050379,-0.3036873133521653,0.19999999249701528
0.65661970493886,0.37189509304759,0.96296657635823,0.13052669151094,-0.2540411539187364,-0.19999991333238834
0.88271735661157,0.28341011861988,0.8781214388439,0.23823373721223,-0.08377644172238889,0.19999985599051193
0.65293357242109,0.37146564838413,0.96166661357734,0.20340052270589,-0.13199801541285258,-0.1999998629817629
0.8708613521013,0.2815012512677,0.87705595695839,0.25847545526551,-0.30368731095191215,0.19999999225199924
0.65667144195565,0.37193642981013,0.96302324111105,0.12848036752536,-0.2570973400049336,-0.19999991401214545
0.88304912707827,0.2834956802283,0.87818021598536,0.23754171327203,-0.08377639256964933,0.1999998582572397
0.65292412426684,0.37149613301519,0.96169683039057,0.20270851890395,-0.13858254922254923,-0.19999988091544094
0.86955577443439,0.28132582585103,0.87697181825931,0.2605654373309,-0.30368730049208403,0.20000000366259657
0.65652369044669,0.37195021832595,0.9630033435402,0.13057034693914,-0.2538220745075377,-0.19999991333824538
0.88260665828894,0.28345510314847,0.8781666377829,0.23818039398523,-0.08377602667679272,0.1999999548784235
0.65284188926167,0.37152146128745,0.96170533419829,0.20334733563701,-0.13745754292660034,-0.19999988046159686
0.86938610608574,0.28133116291045,0.87698567332184,0.26072858092469,-0.30368731477038574,0.19999999258301726
0.6564675892818,0.37197764689132,0.963019663043,0.13073349122987,-0.25349373688050125,-0.19999991329514846
0.8825235204978,0.28347397667189,0.87818743575053,0.23819818553621,-0.08377603513636239,0.19999995411473426
0,1,0,0,0.0,-0.1999996706020207
0,0.86000023057859,0,0,0.0,-0.19999978438973026
0,0.72000038150577,0,0,0.0,-0.19999873978495358
0,0.58000126365631,0,0,0.0,-0.1999969768329474
0,0.44000337987324,0,0,0.0,-0.19999665593632276
0,0.30000572071782,0,0,0.0,-0.19995657383923207
0,0.16003611903036,0,0,0.0,-0.199469059804818
0,0.020407777166983,0,0,0.0,-0.060453096114654534
0,-0.021909390113276,0,0,0.0,0.06489301123700217
0,0.023515717752626,0,0,0.0,-0.06964026214816756
0,-0.025232465751091,0,0,0.0,0.07471088048397863
0,0.027065150587694,0,0,0.0,-0.08012005635874497
0,-0.029018888863428,0,0,0.0,0.08588141059606351
0,0.031098098553817,0,0,0.0,-0.09200596111359512
0,-0.0333060742257,0,0,0.0,0.09850064808624726
0,0.035644379434673,0,0,0.0,-0.10536621375683465
0,-0.038111970195111,0,0,0.0,0.11259412527323057
0,0.04070391749615,0,0,0.0,-0.12016206170524867
0,-0.043409525697524,0,0,0.0,0.12802723425900803
0,0.046209538283782,0,0,0.0,-0.13611646487969717
0,-0.049071987132006,0,0,0.0,0.14431162460032157
0,0.051946150088219,0,0,0.0,-0.15242932275740995
0,-0.054754375841968,0,0,0.0,0.1601968110138478
0,0.057383391867725,0,0,0.0,-0.16723776600012935
0,-0.059683044332365,0,0,0.0,0.17310901322153385
0,0.061493264922709,0,0,0.0,-0.17744785480130185
0,-0.062720233438203,0,0,0.0,0.18019562569939584
0,0.063416704551374,0,0,0.0,-0.18167068348719503
0,-0.063752773889662,0,0,0.0,0.18235801942453
0,0.063897839707509,0,0,0.0,-0.18264954174938292
0,-0.063956839517059,0,0,0.0,0.1827671955687936
0,0.063980197381096,0,0,0.0,-0.18281362747060018
0,-0.063989341848324,0,0,0.0,0.18283178250816334
0,0.063992905907391,0,0,0.0,-0.182838854963521
0,-0.063994292567074,0,0,0.0,0.18284160609912212
0,0.063994831702311,0,0,0.0,-0.18284267566476847
0,-0.063995041263026,0,0,0.0,0.1828430913905982
0,0.063995122710392,0,0,0.0,-0.18284325296378304
0,-0.063995154364256,0,0,0.0,0.1828433157576268
0,0.063995166666083,0,0,0.0,-0.1828433401615257
0,-0.063995171446985,0,0,0.0,0.18284334964569238
0,0.063995173305,0,0,0.0,-0.1828433533315477
0,-0.063995174027084,0,0,0.0,0.18284335476398972
0,0.063995174307709,0,0,0.0,-0.18284335532068266
0,-0.063995174416769,0,0,0.0,0.18284335553703138
0,0.063995174459153,0,0,0.0,-0.18284335562111143
0,-0.063995174475625,0,0,0.0,0.18284335565378762
0,0.063995174482026,0,0,0.0,-0.18284335566648663
0,-0.063995174484514,0,0,0.0,0.18284335567142188
0,0.063995174485481,0,0,0.0,-0.1828433556733399
0,-0.063995174485857,0,0,0.0,0.1828433556740853
0,0.063995174486003,0,0,0.0,-0.18284335567437499
0,-0.06399517448606,0,0,0.0,0.1828433556744876
0,0.063995174486082,0,0,0.0,-0.1828433556745313
0,-0.06399517448609,0,0,0.0,0.18284335567454832
0,0.063995174486094,0,0,0.0,-0.18284335567455492
0,-0.063995174486095,0,0,0.0,0.1828433556745575
0,0.063995174486095,0,0,0.0,-0.1828433556745585
0,-0.063995174486096,0,0,0.0,0.1828433556745588
0,0.063995174486096,0,0,0.0,-0.182843355674559
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.063995174486096,0,0,0.0,-0.18284335567455912
0,-0.063995174486096,0,0,0.0,0.18284335567455912
0,0.01,-1,0,-0.523598698053189,0.19999999641258226
0.015155465734758,0.15155394184739,-0.997509972111,-0.23949339781222,-0.523598745110404,0.19999999676816987
-0.065283850986566,0.29130807617816,-1.0001265574029,-0.47898682207695,-0.13613562633638104,0.20000000049500058
-0.21387022803584,0.42260979140385,-1.0190765814047,-0.53580936028996,0.523598644517295,0.20000000440746205
-0.34855810469019,0.55190876159051,-1.058588138012,-0.29631598251411,-0.5100306897030426,-0.19999991388063676
-0.53629633468911,0.43441315566189,-1.0054937731554,-0.064269086396979,0.1462406254970428,-0.19999987267254873
-0.76210519041421,0.33650904212302,-0.93231266556508,-0.12536800840761,0.5235987824256177,-0.19999998346544687
-0.9689388117449,0.25397878460136,-0.83509047897974,-0.3648614373813,0.5235987846240072,-0.19999998031879243
-1.1582287705995,0.19108856440831,-0.72134176869038,-0.60435486380288,0.5235987639222196,-0.19999985960792294
-1.3198061650777,0.14807331651368,-0.59514929989181,-0.84384813422727,0.5235987849652061,-0.19999995003032375
-1.4368534694708,0.12245163456606,-0.46010422365133,-1.0833415245681,0.5235987814389949,-0.19999976774024608
-1.4813166579486,0.1077947377923,-0.31969936969299,-1.3228346946722,-0.5235981977104951,0.19999994464208565
-1.4067911603883,0.12717576269529,-0.45798879305314,-1.5623277537584,-0.0037596681089322685,-0.19999997374386805
-1.3161275635576,0.099128885381022,-0.32364661388928,-1.5607681805846,0.2525182405087317,-0.19999964622473196
-1.1055781609923,0.056892721055812,-0.20651812584009,-1.6678010324154,-0.06512290451145672,-0.1999998369396113
-0.81835493622343,-0.0045714131932451,-0.11589482718078,-1.6407488553529,-0.5093455721460515,-0.1999998326566207
-0.5168967268907,-0.089850049780366,-0.048166473503579,-1.4090750401432,-0.5235987055952559,-0.199999959098418
-0.18937506643032,-0.18542591466691,-0.012415129829964,-1.169581682842,-0.5235984635930442,-0.19999982939916575
0.17182317748907,-0.27660780811111,-0.010936113727266,-0.93008861469946,-0.523598377100715,-0.19999975940494288
0.5722081588377,-0.3468125096016,-0.037366115627944,-0.69059567821026,0.30368678390102305,0.19999847497565446
0.16457813781058,-0.28474844248684,-0.016523445316173,-0.56060181676015,-0.47608786419534316,-0.19999911282171534
0.43023485341646,-0.3964177606295,-0.050449367166029,-0.34670414444922,0.5235983087863404,0.19999342600971542
0.14119648952139,-0.29006872829987,-0.022247588633357,-0.10721882976875,-0.5235930337950289,-0.19999842800615042
0.12228528162308,-0.43016818523864,-0.04226253215683,0.13226955713939,-0.30626068024096037,0.1999967033755682
0.13451849921257,-0.29098533078535,-0.023501838111543,0.0011033720598768,-0.2659159815412208,0.19996250993165354
0.092052415186379,-0.1521156044358,-0.0073151226413822,-0.11185700151013,-0.5234705597966084,-0.19998391951071512
0.046435368984102,-0.29252521195889,-0.018641980519002,0.12754628415942,-0.2561035277100362,-0.1999771435576221
-0.076066747579935,-0.42762587031079,-0.017898519334641,0.23615463375489,-0.2034375690344433,0.19999271437943827
0.044924044047383,-0.29249086787709,-0.018880090656027,0.15058503513839,0.021593227465220945,-0.19999790089766345
-0.011472671401303,-0.43141067356825,-0.021461215577864,0.14162654610248,-0.02174754816347899,0.1999906662875317
0.046090510220066,-0.29255608245431,-0.018696338072982,0.13260433953174,0.06025178524241506,-0.19999712255422927
0.012166559440083,-0.43213828282612,-0.022811635435369,0.10758107818606,0.050343967231427846,0.19999581933668956
0.046358074902237,-0.29257157119214,-0.018654274078139,0.1284817257502,-0.26077487099946317,-0.19997764213368918
-0.07811451327031,-0.42751251835255,-0.017791999572886,0.23916327355901,-0.20895096728480791,0.1999927649082154
0.044866854814817,-0.29253846714182,-0.018889192233836,0.15120663366388,0.01969664157908956,-0.19999788297722643
-0.012474370699651,-0.43142257040253,-0.021405557380086,0.14303520466978,-0.02445137191685136,0.19999663748686172
0.046056404693524,-0.29260049274807,-0.018701803274745,0.13289056207745,0.05966558785977929,-0.1999920929210478
0.011773595745336,-0.4321714186926,-0.022790217066891,0.10811196002996,0.049331807668517004,0.1999958215185697
0.046336263536223,-0.29261309083302,-0.018657769930934,0.12859171321713,-0.2611618515835401,-0.19997779219156175
-0.078326926875274,-0.42753834948436,-0.017781933410957,0.23944529898341,-0.20940053069256911,0.1999927750479374
0.044846472478702,-0.29258012590719,-0.018892458385072,0.15129377247125,0.01953093605619933,-0.1999941520671604
-0.012604355080348,-0.43145747985822,-0.021399228122893,0.14319125745842,-0.024708358507262905,0.19999072177004754
0.04603805442562,-0.29264380728251,-0.018704753392863,0.13294025360661,0.05911971773314294,-0.1999971313321844
0.011555802728758,-0.43221373646321,-0.022778960474555,0.10838825970115,0.04550972566416584,0.19999612242322826
0.04640566452999,-0.29266429605807,-0.018646952565121,0.12727904570952,-0.253496951928445,-0.19997194826716935
-0.075179598279288,-0.42783369700065,-0.017948964895771,0.23473013670321,-0.2005237702115113,0.19999269532097516
0.044889586770805,-0.29262575139144,-0.018885953231712,0.15041987076709,0.021520476150908886,-0.19999407130301697
-0.011449712435231,-0.43154500375097,-0.021466113343369,0.14149174472602,-0.02122173494854732,0.19999066556834075
0.046040791519836,-0.29268750182046,-0.018704622109064,0.13268774383023,-0.28467136184503194,-0.1999845842748585
-0.088159675881694,-0.42680488878715,-0.017272857376835,0.25406099724199,-0.2521921929592545,0.1999912769886512
0.045086712666018,-0.29267334170487,-0.018854726549518,0.1471768598263,0.0293034126253402,-0.1999938667119425
-0.0069868755126295,-0.43174548043647,-0.021720934761282,0.13501826255577,-0.007958961616004795,0.19999652146442035
0.046091521728158,-0.29272381886823,-0.018696504928247,0.13171675507705,0.06165010555406941,-0.19999705196515863
0.013099769920161,-0.4323259267436,-0.022869427775118,0.10611130684621,0.050178973724340666,0.1999892103993767
0.046400419652001,-0.29274602553827,-0.018648000494464,0.12694265250075,-0.25152401349971426,-0.19998742634679245
-0.074422020191175,-0.42798697028528,-0.017991115276395,0.23352922702207,-0.19809657122896182,0.19999267439521137
0.044867343365558,-0.29271767715791,-0.018889290781494,0.15026684994986,0.02256275481657856,-0.19999415345509358
-0.011095529186956,-0.43165129790155,-0.021488370159495,0.14090617009631,-0.016986178434499243,0.19999009381242902
0.045932115992174,-0.29277613306865,-0.018721568110872,0.133859722918,0.057894870659868654,-0.19999222703579123
0.010488201177134,-0.43232163651721,-0.022721110779128,0.10981813923765,0.0461992950992316,0.1999885969954143
0.046247505744419,-0.29279585829779,-0.01867199500301,0.12899484400155,-0.26243944510089345,-0.19997827960000292
-0.079077182056679,-0.42766626729091,-0.0177472035491,0.2404166532159,-0.2108166100620924,0.19999740212754094
0.044762319429215,-0.29276009240008,-0.018906087331247,0.15164897004578,0.0195163781587576,-0.19999427394869673
-0.012951466814692,-0.43162790201552,-0.021384209562405,0.14355249105606,-0.025082869863727483,0.19999073872472928
0.045963519419462,-0.2928244946804,-0.018716857181086,0.13314604434649,0.05937033442638765,-0.1999921079644241
0.011388663203135,-0.43238947993009,-0.02277398026328,0.10849034596664,0.04900085698601588,0.19998852370232167
0.046243163565581,-0.29284227375779,-0.018672909635303,0.12883174410586,-0.26120741953363874,-0.19999196061893867
-0.078635799934582,-0.42775889316563,-0.0177715981324,0.23971343575205,-0.20942460734600477,0.19999738781632295
0.044749245688765,-0.29281571330904,-0.018908007387575,0.1515494377254,0.019262743689153282,-0.19999415960632516
-0.012986399798047,-0.43168252271885,-0.021383468425187,0.1435582111919,-0.02498335523536645,0.19999074037679482
0.045940958870669,-0.29287952274135,-0.018720271208887,0.13319306850543,-0.2861263766897663,-0.1999846220742042
-0.08903843490658,-0.4269263301593,-0.017232277043923,0.25522181615759,-0.2567349218803765,0.19999125868514003
0.045076197043763,-0.29286675362888,-0.018856331002364,0.14632589626369,0.03139415740500496,-0.1999937680916594
-0.0058997327472412,-0.43197639049144,-0.021787506000539,0.13329926052134,-0.004338183613884038,0.19999038186134233
0.04603856950116,-0.29291947365232,-0.018704800143219,0.1314997929416,0.062261059188040854,-0.19999702898330973
0.013321226504409,-0.43252772232671,-0.022886806754596,0.10563994351136,0.05506293905655711,0.19999577347190395
0.046232981382737,-0.29293100011876,-0.018674241352583,0.12850349523739,-0.2584202897037856,-0.1999912279913159
-0.077632604618614,-0.42792911959889,-0.017826255090239,0.23814699653467,-0.20633739753142127,0.19999737824724573
0.044733048071851,-0.29290334652895,-0.018910320585961,0.15132058245567,0.019935850094944814,-0.19999413532244548
-0.012684108086605,-0.43178243989706,-0.021402606630638,0.14305004328069,-0.023791340771649388,0.19999072550231467
0.045910743640991,-0.29296653399592,-0.018724794231396,0.13317963793589,0.05926370607567487,-0.1999920939738602
0.011253802034364,-0.43252991304358,-0.022769453232876,0.10856832653883,0.04912486143090596,0.19998853438940573
0.046184151940466,-0.29298397127751,-0.018681825624772,0.12896128571078,-0.26112298001009965,-0.19999193412504546
-0.078776735535448,-0.4278931176049,-0.017767381311684,0.23980543534805,-0.20933291744518653,0.19999278565877923
0.044688304739161,-0.29296043237031,-0.018917084319757,0.15168321634196,0.01972961989517838,-0.19999426298039133
-0.013028012900028,-0.43182843409626,-0.021384286547594,0.14349825043315,-0.024571039172911632,0.19999074193529354
0.045881403811887,-0.29302455486677,-0.018729124249691,0.13330423960019,0.058725563864254655,-0.19999208829360965
0.010977304106267,-0.43258238591773,-0.022754823400766,0.10891692813426,0.048542014341330326,0.19999585463850184
0.046157169692798,-0.29303693996403,-0.018685731141095,0.12906828768893,-0.26143634906004454,-0.19997778568335303
-0.078960582583805,-0.42792274728983,-0.017758848060531,0.24004386441797,-0.20965535658362458,0.1999974004768738
0.044668499580582,-0.29300041597699,-0.018920391294204,0.15177981505735,0.01959117518729456,-0.19999792697585847
-0.013157394890391,-0.43186686483182,-0.021378122371547,0.1436521497201,-0.02480199347143879,0.19999074837117534
0.045863220111069,-0.29306722874198,-0.018732150843445,0.13336228131993,-0.28631363449033875,-0.19999451759976553
-0.089321436101,-0.42710196751332,-0.017221990859071,0.25548146998766,-0.24932822388813278,0.19999109072264992
0.044772772930659,-0.29305772340935,-0.018903353110837,0.14986334382466,0.02389408254087779,-0.19999786406344214
-0.010626776796422,-0.43201523648411,-0.02152279842839,0.13994994357156,-0.017234885094609173,0.19999059935446106
0.04587949430499,-0.29312037424723,-0.018729009615848,0.13280028601372,0.05979426827697615,-0.19999199246100835
0.011582642701889,-0.43269176920356,-0.022791529274704,0.10796812912373,0.050714001674484706,0.19999582646145844
0.046125495014102,-0.29313111726221,-0.018690297600749,0.12902266256199,-0.26060468717537355,-0.19997738718244518
-0.078735711854579,-0.42803719154396,-0.017772662848898,0.23962845944357,-0.2087169082764727,0.19999738851477938
0.044634603293496,-0.29309408791389,-0.018925321650701,0.15177123643479,0.019140377925274295,-0.19999416063822797
0,-1,0,0,0.0,0.19999988687241393
0,-0.86000007918931,0,0,0.0,0.19999978438959792
0,-0.72000023011659,0,0,0.0,0.19999954918022214
0,-0.58000054569044,0,0,0.0,0.19999890956511412
0,-0.44000130899486,0,0,0.0,0.19999665589115628
0,-0.30000364987105,0,0,0.0,0.1999842427674212
0,-0.16001467993385,0,0,0.0,0.19980634811460152
0,-0.020150236253631,0,0,0.0,0.060040659439914865
0,0.021878225354309,0,0,0.0,-0.06518595574882642
0,-0.023751943669869,0,0,0.0,0.07076402218868931
0,0.025782871862213,0,0,0.0,-0.07680852122397606
0,-0.02798309299457,0,0,0.0,0.08335468169519075
0,0.030365184192063,0,0,0.0,-0.09043885943302994
0,-0.032942017411058,0,0,0.0,0.0980977514375136
0,0.035726408595202,0,0,0.0,-0.10636701970666318
0,-0.038730505199462,0,0,0.0,0.11527886681385564
0,0.041964701570237,0,0,0.0,-0.12485764772159148
0,-0.045435651834877,0,0,0.0,0.13511154045275134
0,0.049142426482049,0,0,0.0,-0.14601557723456493
0,-0.053068477582147,0,0,0.0,0.15747347759362965
