input_x1,input_y1,input_theta0,input_theta1,output_v0,output_delta0,output_v1
2.440629688,0.616805051,2.908977326,-0.256585385,-0.319872569,-0.01663,0.017391886
2.595465112,0.576771606,2.900662326,-0.250698615,-0.419927006,0.007236541,-0.006826005
2.799040625,0.525415532,2.904280597,-0.24389837,-0.371352597,0.005244395,-0.004999698
2.979318416,0.480986912,2.906902794,-0.239540213,-0.391302734,0.004399424,-0.004209577
3.169463544,0.434908451,2.909102506,-0.236094054,-0.737505236,-0.161994083,0.162258821
3.525930303,0.34144978,2.828105464,-0.283458874,-0.713188075,-0.158334348,0.156121707
3.86419015,0.230454683,2.74893829,-0.352615101,-0.734484447,-0.161537623,0.15846812
4.202979052,0.090673002,2.668169479,-0.43057481,-0.686084936,-0.068491435,0.065489708
4.510515461,-0.060526851,2.633923761,-0.480401984,-0.675275285,-0.067686134,0.065819935
4.806607459,-0.222362801,2.600080694,-0.519118408,-0.736008623,-0.004013771,0.002364718
5.124244454,-0.408110047,2.598073808,-0.536179757,-0.79891934,0.0434809,-0.044066058
5.468194592,-0.61123908,2.619814258,-0.527850038,-0.785275969,0.20000001,-0.199519535
5.812770999,-0.79845929,2.719814263,-0.460605906,-0.762629415,0.20000001,-0.196888915
6.160602851,-0.952350183,2.819814268,-0.37043766,-0.755502913,0.174914369,-0.171032563
6.517574066,-1.072913802,2.907271453,-0.281325486,-0.697278856,0.026958737,-0.023652658
6.854392177,-1.161986807,2.920750821,-0.240864734,-0.621410899,0.019520318,-0.018272244
7.156806054,-1.23305078,2.93051098,-0.222242608,-0.544782431,0.170088053,-0.169469444
7.423517884,-1.286371296,3.015555007,-0.167808832,-0.453065859,0.176427549,-0.174381694
7.647187758,-1.316636755,3.103768781,-0.098779094,-0.378206663,0.022646271,-0.020300273
7.83539137,-1.331815348,3.115091917,-0.064565393,-0.270863137,-0.028140969,0.029151367
7.970565056,-1.339950482,3.101021432,-0.057258668,-0.164429968,-0.013341944,0.013614465
8.052650665,-1.344590717,3.094350461,-0.056039516,-0.014893135,0.077154645,-0.077138557
8.060003568,-1.344954337,3.132927783,-0.042651492,0.142186503,0.02905115,-0.029517524
7.988987814,-1.341756313,3.147453358,-0.048143167,2.161213513,0.20000001,-0.211374156
-0.1,0.261111111,1.570796327,1.570796327,-0.451442905,0.199659863,0.199659863
-0.1082007,0.037709152,1.670626258,1.472556018,0.171751492,-0.199883096,-0.192595324
-0.10301405,0.121664201,1.57068471,1.53751573,0.285571122,-0.199537084,-0.198480294
-0.100258402,0.264576688,1.470916168,1.556131837,0.531904641,-0.025105296,-0.029541375
-0.088772878,0.529787943,1.45836352,1.504598466,0.558003174,-0.178101266,-0.180489945
-0.065849545,0.807685526,1.369312887,1.464843535,0.711083155,0.195977359,0.188301088
-0.015528145,1.159194537,1.467301566,1.419988934,0.625747249,0.158881614,0.161663291
0.025515048,1.469138427,1.546742373,1.46430141,0.622032828,-0.199950067,-0.194148678
0.049362067,1.778953597,1.44676734,1.500496561,0.085937078,-0.199993983,-0.200166889
0.052006898,1.822673254,1.346770349,1.517370593,-0.2530199,-0.19999998,-0.192800971
0.05351508,1.704648574,1.246770359,1.668724487,0.298591646,-0.199996502,-0.194683525
0.051233338,1.846330319,1.146772108,1.510191215,-0.066951228,-0.20000001,-0.184557458
0.050624601,1.820618611,1.046772103,1.588759961,0.330140177,-0.20000001,-0.18836695
0.065582319,1.970791074,0.946772098,1.366518278,-0.108428069,-0.20000001,-0.178219736
0.059389288,1.92953024,0.846772093,1.48596659,0.085899935,-0.20000001,-0.165639669
0.06398577,1.969337178,0.746772088,1.424662794,0.126204683,-0.20000001,-0.163694413
0.074952434,2.02372739,0.646772083,1.319228279,0.092626728,-0.200000008,-0.16222862
0.086890874,2.064145865,0.546772079,1.247130137,0.369883783,-0.20000001,-0.176760997
0.161936913,2.20406431,0.446772074,0.935094003,0.391663259,-0.20000001,-0.194998951
0.287753622,2.33650839,0.346772069,0.702410488,0.906623643,-0.20000001,-0.219052517
0.670228171,2.556950394,0.246772064,0.394991031,0.096538825,-0.20000001,-0.199232798
0.715674293,2.575989495,0.146772059,0.395701887,-0.035435298,-0.20000001,-0.192962328
0.703249427,2.570446868,0.046772054,0.446034012,0.345998601,-0.20000001,-0.197719935
0.858058014,2.628093092,-0.053227951,0.274115354,0.239936295,-0.20000001,-0.197094624
0.971832753,2.654185675,-0.153227956,0.176588799,0.405545659,-0.20000001,-0.202354745
1.167725196,2.672027051,-0.253227961,0.012471948,0.686670985,-0.109015421,-0.123220884
1.503899833,2.639494053,-0.307735672,-0.179354779,0.443955345,-0.20000001,-0.204038002
1.719919128,2.592517349,-0.407735677,-0.252242096,0.315573848,-0.20000001,-0.202474273
1.870827328,2.549050312,-0.507735682,-0.312174742,0.401099557,-0.20000001,-0.203981813
2.056584047,2.478910883,-0.607735687,-0.410128966,0.733698866,-0.20000001,-0.210512068
2.375831033,2.305528517,-0.707735692,-0.572405544,0.486742315,-0.20000001,-0.204738381
2.573901516,2.166139103,-0.807735697,-0.65623074,0.399123557,-0.20000001,-0.203732835
2.726573174,2.039360555,-0.907735702,-0.732420548,0.55600275,-0.20000001,-0.206632049
2.919993198,1.842863805,-1.007735707,-0.851259847,0.568047808,-0.20000001,-0.206408881
3.093890195,1.620668113,-1.107735712,-0.960729727,0.585787472,-0.20000001,-0.206423266
3.247657995,1.373397574,-1.207735717,-1.067149782,0.456346533,-0.20000001,-0.2044213
3.349271002,1.170394075,-1.307735722,-1.148614835,0.521651014,-0.20000001,-0.205738976
3.443028597,0.928897859,-1.407735727,-1.251860741,0.5832731,-0.20000001,-0.20663022
3.518140496,0.64907155,-1.507735731,-1.363393897,1.054451116,-0.20000001,-0.213087513
3.581554798,0.128283783,-1.607735736,-1.519978147,0.521572107,0.20000001,0.194659046
3.58696409,-0.132131754,-1.507735731,-1.559999123,0.463687787,0.20000001,0.202149212
3.592596558,-0.363828147,-1.407735726,-1.524712291,0.620767425,0.20000001,0.205878193
3.620871041,-0.671729861,-1.307735721,-1.43242175,0.620767422,0.20000001,0.206167425
3.678255687,-0.975404737,-1.207735717,-1.335172006,0.620767425,0.20000001,0.206267641
3.765146585,-1.271930482,-1.107735712,-1.236153432,0.620767422,0.20000001,0.206303025
3.881023838,-1.55835282,-1.007735707,-1.136503691,0.620767425,0.20000001,0.206315605
4.024853671,-1.831800954,-0.907735702,-1.036628697,1.268866548,-0.20000001,-0.182031415
4.380538571,-2.355816317,-1.007735707,-0.967913907,1.620175771,-0.20000001,-0.20629158
4.809893148,-3.041953111,-1.107735711,-1.059001923,5.375065735,0.20000001,0.173578195
6.108519238,-5.390836356,-1.007735706,-1.020151469,10.314512,0.20000001,0.212790519
-0.1,0.283333333,1.570796327,1.570796327,-0.047881003,-0.018543771,-0.018543771
-0.099959004,0.259399414,1.561524441,1.574393525,0.312847471,-0.19983958,-0.200225627
-0.101084491,0.416073897,1.461604652,1.573022959,0.379071956,-0.197246862,-0.200238635
-0.096912471,0.60510533,1.362981221,1.519675533,0.34121578,-0.188435133,-0.191451333
-0.08285099,0.774189235,1.268763654,1.453323793,0.355659973,-0.175090113,-0.178643433
-0.055086721,0.948281013,1.181218598,1.371411707,0.400338585,-0.199915774,-0.203879184
-0.006660027,1.140576293,1.081260711,1.276236567,0.692576708,-0.199988347,-0.209617215
0.11953309,1.459467708,0.981266537,1.122040685,-0.038742638,-0.199970704,-0.197448932
0.112578078,1.444173924,0.881281185,1.168234823,0.004291393,-0.199992557,-0.19193643
0.114638834,1.449223544,0.781284907,1.197045431,0.018571901,-0.199985357,-0.183698581
