input_x1,input_y1,input_theta0,input_theta1,output_v0,output_delta0,output_v1
-0.05640312,0.406663964,1.484648392,1.575705963,0.492162295,-0.039213521,-0.043526384
-0.050587079,0.652136136,1.465041631,1.522995904,0.655389609,0.199932426,0.195800626
-0.028229393,0.978966651,1.565007844,1.503369046,0.260331992,-0.199893708,-0.197910457
-0.02201089,1.108963098,1.46506099,1.53321788,0.60867495,0.199821483,0.195212213
-0.00323407,1.412561344,1.564971731,1.5059993,0.215745955,-0.199976581,-0.198357379
0.001726365,1.520333319,1.464983441,1.535783597,0.302480742,-0.199873939,-0.201512977
0.008307157,1.671557412,1.365046471,1.512403815,0.272708112,-0.199896611,-0.201734266
0.019138737,1.807095059,1.265098166,1.465648374,-0.203786447,-0.199999115,-0.191930956
0.014968164,1.713584459,1.165098609,1.601408541,0.411510961,-0.19999634,-0.198650502
0.031558057,1.907753346,1.065100439,1.383825212,-0.06631414,-0.20000001,-0.187849175
0.027541008,1.881552559,0.965100434,1.457869352,-0.051485317,-0.20000001,-0.173769678
0.026293498,1.865558807,0.865100429,1.532648191,0.311359329,-0.20000001,-0.176343503
0.049761192,1.998470478,0.765100424,1.275109801,0.00928727,-0.20000001,-0.175001386
0.052379878,2.007395303,0.665100419,1.294803423,0.076032717,-0.20000001,-0.1661181
0.06311503,2.042003969,0.565100414,1.24407035,0.119529882,-0.200000009,-0.163150385
0.08250361,2.091068872,0.465100409,1.144835441,0.136358803,-0.20000001,-0.164119205
0.110214626,2.143783524,0.365100404,1.029477654,0.494029094,-0.20000001,-0.18792049
0.25884569,2.303767603,0.265100399,0.65668586,0.94046575,-0.20000001,-0.220754318
0.66830847,2.503967822,0.165100394,0.315318537,0.344675911,-0.20000001,-0.202905908
0.832904055,2.552177065,0.065100389,0.251098324,0.36815414,-0.20000001,-0.203358626
1.011426006,2.590053204,-0.034899616,0.165546193,0.456346529,-0.20000001,-0.205081736
1.23583997,2.614410137,-0.134899621,0.052356322,0.718710577,-0.107964288,-0.119456709
1.592132337,2.604554552,-0.188881765,-0.090233172,0.36646254,-0.20000001,-0.202636885
1.773984057,2.584445753,-0.28888177,-0.135581298,0.446526893,-0.20000001,-0.204473003
1.992390542,2.545172061,-0.388881775,-0.22194431,0.443955344,-0.20000001,-0.204596567
2.204889472,2.486819048,-0.48888178,-0.314918162,0.315573848,-0.20000001,-0.202443489
2.35230062,2.433475157,-0.588881785,-0.382374161,0.401099557,-0.20000001,-0.203974869
2.532207674,2.350053418,-0.68888179,-0.485626979,0.508862869,-0.20000001,-0.206154776
2.746659048,2.218418576,-0.788881795,-0.611721718,0.37695947,-0.20000001,-0.203512979
2.895239866,2.104846397,-0.8888818,-0.695287896,0.550788631,-0.20000001,-0.206860292
3.092511285,1.916632242,-0.988881805,-0.824123984,0.562238471,-0.20000001,-0.206513097
3.269905154,1.70119206,-1.08888181,-0.937668294,0.585787493,-0.20000001,-0.206541991
3.428912445,1.457370194,-1.188881815,-1.046702293,0.56288973,-0.20000001,-0.205958114
3.556703703,1.208339994,-1.28888182,-1.146663111,0.580702635,-0.20000001,-0.206211666
3.661816231,0.939392157,-1.388881825,-1.249349527,0.679230372,-0.20000001,-0.207502975
3.749564116,0.613157573,-1.48888183,-1.364010051,1.021431587,-0.20000001,-0.211164415
3.816822973,0.108915781,-1.588881834,-1.502021488,0.568614541,0.20000001,0.194313215
3.82768301,-0.174867648,-1.488881829,-1.541346833,0.463687787,0.20000001,0.202156438
3.837650016,-0.40641665,-1.388881824,-1.505951498,0.463687787,0.20000001,0.20404703
3.860255768,-0.636355347,-1.288881819,-1.435817115,0.620767425,0.20000001,0.206933372
3.919060793,-0.939275287,-1.188881814,-1.324262724,0.620767425,0.20000001,0.206548366
4.010016203,-1.234407623,-1.088881809,-1.220135515,0.620767425,0.20000001,0.206404156
4.130747211,-1.518755034,-0.988881804,-1.118662046,0.620767425,0.20000001,0.20635182
4.279525887,-1.78951887,-0.888881799,-1.01813609,0.620767425,0.20000001,0.20633303
4.454682148,-2.044028341,-0.788881794,-0.91794836,1.268866548,-0.20000001,-0.182005109
4.86995587,-2.522199235,-0.888881799,-0.849081055,1.620175773,-0.20000001,-0.206288339
5.377635209,-3.152588973,-0.988881804,-0.940149444,1.820698192,-0.20000001,-0.208631753
5.874025356,-3.914626449,-1.088881809,-1.044704684,10.47680421,0.20000001,0.153536423
-0.055555556,0.35,1.570796327,1.570796327,-0.171430843,0.033501622,0.033501622
-0.055892731,0.264315039,1.587547138,1.56169599,0.268333387,-0.199926996,-0.1991666
-0.056383468,0.398680263,1.48758364,1.578496615,0.474142203,-0.034557684,-0.038719603
-0.051653121,0.635179732,1.470304798,1.527504088,0.375063029,-0.199632486,-0.201450165
-0.041663622,0.822482269,1.370488555,1.500017026,0.462059108,-0.199741895,-0.204036899
-0.016968334,1.051193483,1.270617607,1.42347373,0.384340894,0.055092535,0.048598134
0.018797328,1.23867325,1.298163874,1.351710064,0.224342212,-0.199951595,-0.200865707
0.043242661,1.348548172,1.198188077,1.346153239,0.737485469,-0.199992562,-0.208679707
0.148558058,1.699716021,1.098191796,1.218313238,-0.15724119,-0.199999906,-0.19667446
0.125539633,1.628669384,0.998191843,1.305359054,0.061613425,-0.199999841,-0.192501573
0.134069321,1.659872922,0.898191922,1.300839346,0.1824852,-0.199999956,-0.191156103
0.161214421,1.743260195,0.798191944,1.210799279,0.214410063,-0.20000001,-0.191813516
0.20255325,1.836898026,0.698191939,1.099987088,0.218540552,-0.20000001,-0.192618589
0.255079089,1.927353938,0.598191934,0.990055917,-0.130154335,-0.20000001,-0.17986902
0.229306554,1.882257703,0.498191929,1.12394653,0.932557678,-0.20000001,-0.216725031
0.527547588,2.193658087,0.398191924,0.602884191,-0.259002659,-0.199954919,-0.190515937
0.435106105,2.119215179,0.298214465,0.774344753,0.043800828,-0.20000001,-0.179762636
0.452287042,2.135914234,0.19821446,0.766765632,0.325696475,-0.20000001,-0.186072273
0.57004855,2.22456616,0.098214455,0.536794984,0.990117467,-0.20000001,-0.223116891
1.024977062,2.367187085,-0.00178555,0.149289569,0.960310452,-0.20000001,-0.212174756
1.501472234,2.398360029,-0.101785555,-0.004711924,0.620767425,0.076464029,0.070087486
1.811012027,2.385735688,-0.06355354,-0.060796286,0.456346529,-0.20000001,-0.200125076
2.038911779,2.372255122,-0.163553545,-0.068918164,0.456346529,-0.20000001,-0.203417302
2.265592088,2.350716486,-0.26355355,-0.125963569,0.313296917,-0.20000001,-0.202406958
2.419992863,2.327389338,-0.363553555,-0.178107685,0.313296917,-0.20000001,-0.202347555
2.57194678,2.294583917,-0.46355356,-0.249641921,0.446526892,-0.20000001,-0.204920664
2.781986206,2.227357992,-0.563553565,-0.367635314,0.443955343,-0.20000001,-0.204816235
2.982415549,2.137333527,-0.66355357,-0.475676858,0.315573848,-0.20000001,-0.202374694
3.118950192,2.060773717,-0.763553575,-0.548793169,0.401099555,-0.20000001,-0.203953473
3.282140576,1.948451806,-0.86355358,-0.656037556,0.508862889,-0.20000001,-0.206193246
3.470843951,1.782172319,-0.963553585,-0.784552273,0.580259445,-0.20000001,-0.20713575
3.660858238,1.566200434,-1.06355359,-0.909883366,0.582911723,-0.20000001,-0.206565604
3.82558437,1.32800861,-1.163553595,-1.01999407,0.806617502,-0.20000001,-0.209482642
4.011133893,0.97234557,-1.2635536,-1.152717316,0.901992117,-0.20000001,-0.208749688
4.168380368,0.551274016,-1.363553605,-1.269894558,0.819137879,-0.20000001,-0.206784205
4.270527515,0.155755674,-1.46355361,-1.366886896,0.530986334,-0.20000001,-0.204191172
4.31587622,-0.10516001,-1.563553615,-1.435169346,0.588884768,0.20000001,0.190814418
4.342176489,-0.397558273,-1.46355361,-1.500331116,0.463687789,0.20000001,0.20156971
4.360537827,-0.628689583,-1.363553605,-1.473379616,0.463687787,0.20000001,0.203877313
4.390130658,-0.857940691,-1.2635536,-1.407136582,0.463687787,0.20000001,0.204576857
4.437037723,-1.083723667,-1.163553595,-1.322769495,0.463687787,0.20000001,0.204821885
4.503761134,-1.304148276,-1.06355359,-1.230019132,0.620767425,0.20000001,0.207521304
4.625126754,-1.587338233,-0.963553585,-1.105918414,0.62076742,0.20000001,0.206784378
4.778481733,-1.855227083,-0.86355358,-0.997301541,0.620767425,0.20000001,0.20649173
4.959271612,-2.10565137,-0.763553575,-0.89422425,0.620767425,0.20000001,0.206383501
5.164644768,-2.336429888,-0.66355357,-0.793125694,1.178924654,-0.20000001,-0.183090594
5.602277037,-2.729699851,-0.763553575,-0.723429559,1.268866548,-0.20000001,-0.204928874
6.061720089,-3.166402817,-0.86355358,-0.803272594,1.614326435,-0.20000001,-0.209362167
6.587508838,-3.777484467,-0.963553585,-0.91325775,4.995264152,0.20000001,0.174633589
8.095694693,-5.765211733,-0.86355358,-0.878410128,10.02614775,0.20000001,0.214872785
-0.033333333,0.15,1.570796327,1.570796327,0.274624616,-0.199754982,-0.199754982
-0.034370963,0.287589685,1.470918836,1.577736439,0.522876314,-0.00691586,-0.012451067
-0.026931051,0.548169642,1.467460906,1.515260538,0.341307015,-0.199756737,-0.201159391
-0.016472682,0.718649358,1.367582537,1.496157427,0.348155768,-0.199242651,-0.202062114
0.000892787,0.891308265,1.267961212,1.440683074,0.454340833,-0.160936718,-0.166350579
0.041139623,1.113044648,1.187492853,1.343867014,0.191028645,-0.19996727,-0.200502396
0.063809737,1.20594571,1.087509218,1.315217732,0.13235637,-0.199982166,-0.197807765
0.081352452,1.270049686,0.987518135,1.289361457,0.04357807,-0.199972276,-0.192227047
0.087904369,1.293029457,0.887531997,1.295322236,0.201050608,-0.199974509,-0.191549782
0.118771695,1.384182524,0.787544742,1.193363238,0.181757583,-0.199983937,-0.190916419
0.154551467,1.46379153,0.687552774,1.102938649,0.253175322,-0.199998099,-0.193207109
0.21602396,1.567407729,0.587553725,0.970169093,0.275655747,-0.200000009,-0.195829834
0.297957877,1.671175137,0.48755372,0.837325024,0.112291476,-0.20000001,-0.191738268
0.33608305,1.711949348,0.387553715,0.798613687,-0.048507414,-0.20000001,-0.181401303
0.324894135,1.699703022,0.28755371,0.866220685,0.023095814,-0.20000001,-0.168701625
0.334720932,1.711321727,0.187553705,0.870413971,0.131390036,-0.20000001,-0.163445115
0.374134322,1.753104173,0.0875537,0.759198521,0.139057534,-0.20000001,-0.165213041
0.420698628,1.792374639,-0.012446305,0.642791993,0.334964524,-0.20000001,-0.17899156
0.549175024,1.862383424,-0.11244631,0.373094883,1.010871163,-0.20000001,-0.224060561
1.029179816,1.916631055,-0.212446315,-0.055873643,1.052469821,-0.20000001,-0.213965068
1.54669657,1.839230261,-0.31244632,-0.222397463,0.381807108,-0.20000001,-0.202623163
1.731844272,1.793662705,-0.412446325,-0.266184564,0.78164454,-0.20000001,-0.209256323
2.098821129,1.6656969,-0.51244633,-0.398071157,0.313296918,-0.20000001,-0.202268799
2.241831955,1.602357247,-0.612446335,-0.440788336,0.335808082,-0.20000001,-0.202796738
2.390143511,1.526053061,-0.71244634,-0.512227132,0.396591991,-0.20000001,-0.203892197
2.55621806,1.42153089,-0.812446345,-0.611340863,0.446526892,-0.20000001,-0.204888774
2.729649275,1.284775592,-0.91244635,-0.722662194,0.443955344,-0.20000001,-0.204784086
2.886664819,1.130871972,-1.012446355,-0.827516932,0.315573831,-0.20000001,-0.202392538
2.988561325,1.011976778,-1.11244636,-0.899434706,0.401099555,-0.20000001,-0.203959167
3.103339992,0.850452664,-1.212446365,-1.005833513,0.508862898,-0.20000001,-0.206185405
3.223707739,0.629585954,-1.31244637,-1.133835371,0.600456182,-0.20000001,-0.207486168
3.33145065,0.352071787,-1.412446375,-1.262369007,0.590943233,-0.20000001,-0.206587378
3.404996625,0.067753558,-1.51244638,-1.371486623,0.620767425,0.20000001,0.189294959
3.450477685,-0.238179156,-1.412446375,-1.445368948,0.620767425,0.20000001,0.201934987
3.493545256,-0.545439722,-1.31244637,-1.407210338,0.5530261,0.20000001,0.204335515
3.547336463,-0.815973427,-1.212446365,-1.33726367,0.508801046,0.20000001,0.204778336
3.615631185,-1.059942891,-1.11244636,-1.25583027,0.48274081,0.20000001,0.204845669
3.699736065,-1.284793342,-1.012446355,-1.16823313,0.463687788,0.20000001,0.204772421
3.799407008,-1.492486471,-0.91244635,-1.07732106,0.463687787,0.20000001,0.204898245
3.917969742,-1.689788599,-0.812446345,-0.98153788,0.463687787,0.20000001,0.20495088
4.055040839,-1.874600751,-0.71244634,-0.883495352,0.463687787,0.20000001,0.204974075
4.209616549,-2.04498528,-0.612446335,-0.784404212,0.620767424,0.20000001,0.207672393
4.441500396,-2.247637484,-0.51244633,-0.656777078,0.620767425,0.20000001,0.206848995
4.696053807,-2.422158498,-0.412446325,-0.546896612,0.620767425,0.20000001,0.206516156
4.967856659,-2.568826052,-0.31244632,-0.443367747,0.620767425,0.20000001,0.206392393
5.253272773,-2.687026334,-0.212446315,-0.342107946,1.153487637,-0.20000001,-0.183406714
5.806285671,-2.846911106,-0.31244632,-0.272254516,1.268866548,-0.20000001,-0.204936924
6.410158953,-3.03961134,-0.412446325,-0.352157132,1.620175773,-0.20000001,-0.209398634
7.152399354,-3.361594752,-0.51244633,-0.462323769,1.820698192,-0.20000001,-0.20887082
7.943165896,-3.810760473,-0.612446335,-0.568201168,9.523933261,0.20000001,0.157679224
-0.033333333,0.172222222,1.570796327,1.570796327,0.019629576,0.187302503,0.187302503
-0.03317612,0.182588071,1.664447579,1.54167561,0.419997578,-0.087209525,-0.081409648
-0.034614265,0.391730798,1.620842816,1.601633771,0.520038469,0.199939492,0.200901489
-0.044040339,0.651615959,1.720812562,1.623610013,0.478566427,0.19995969,0.203660257
-0.063368011,0.889558412,1.820792407,1.685159967,0.176437504,-0.199904067,-0.195682416
-0.075834287,0.976079574,1.720840374,1.735137493,0.366688885,0.199989139,0.199444458
-0.104314038,1.15737684,1.820834943,1.728860894,0.241110053,0.199971812,0.201341066
-0.124244572,1.27649577,1.920820849,1.74961079,0.117782688,0.199985243,0.199068045
-0.135053985,1.335148395,2.020813471,1.759475286,-0.039353805,0.199984431,0.19217718
-0.132573025,1.320108342,2.120805686,1.706371493,-0.255354963,0.199983354,0.172771192
-0.130451671,1.220037681,2.220797364,1.444989705,-0.079797769,0.199975496,0.137165461
-0.133599894,1.202904045,2.320785112,1.321117704,-0.247775943,0.199968564,0.087254262
-0.144599292,1.175187013,2.420769394,0.923441612,-0.315413302,0.199970047,-0.016777949
-0.107039388,1.200068552,2.520754417,0.4270495,-0.678012752,0.199979087,-0.158610999
0.162417653,1.208684283,2.620743961,-0.19815725,-0.483673554,0.199996499,-0.205012016
0.391946634,1.143859206,2.720742211,-0.322170193,-0.45540918,0.20000001,-0.20351372
0.607631057,1.070463766,2.820742216,-0.321382558,-0.58951666,0.20000001,-0.199968612
0.889195211,0.984643702,2.920742221,-0.263512799,-0.845447257,0.20000001,-0.196212246
1.30111087,0.8943942,3.020742226,-0.167056038,-1.02766988,0.20000001,-0.19503983
1.810534345,0.836443195,3.120742231,-0.061111642,-0.720817866,0.20000001,-0.196936619
2.169908033,0.830152511,3.220742236,0.028204047,-0.939450211,0.108632129,-0.103707176
2.637865269,0.862551351,3.2750583,0.104512697,-0.992413487,0.107242694,-0.10432482
3.129189511,0.929322542,3.328679647,0.164064991,-1.045782337,0.140111576,-0.137667059
3.641528163,1.031633356,3.398735435,0.231002268,-1.051095319,0.153894586,-0.151094704
4.147822065,1.170561635,3.475682728,0.305344962,-0.91513248,0.200000009,-0.197287191
4.577192399,1.326341771,3.575682733,0.393618667,-0.432862966,0.036445021,-0.034663799
4.775549567,1.412441866,3.593905243,0.423981335,-0.319873009,-0.016630104,0.01752955
4.921008918,1.478894585,3.585590191,0.431670155,-0.401612944,0.006342956,-0.005847403
5.103039334,1.56364566,3.588761669,0.439315439,-0.371352607,0.005244395,-0.004952591
5.27087385,1.64305,3.591383866,0.444258392,-0.281290207,0.028131273,-0.02797521
5.397600918,1.704012014,3.605449503,0.452908791,-0.668113234,-0.054957282,0.055685428
5.698389615,1.849325921,3.577970862,0.44383112,-0.695963726,-0.075904057,0.075383258
6.014503255,1.994576922,3.540018834,0.415737725,-0.727490162,-0.06390986,0.062640949
6.349436878,2.136133222,3.508063904,0.383965892,-0.788639516,-0.20000001,0.198589778
6.719428192,2.270654541,3.408063899,0.308281507,-0.783469129,-0.20000001,0.196550475
7.096775217,2.372002077,3.308063894,0.215053422,-0.795463122,-0.20000001,0.19590102
7.487926631,2.437470459,3.208063889,0.116341472,-0.798547419,-0.20000001,0.195770633
7.88515753,2.46391079,3.108063884,0.016542229,-0.802780595,-0.20000001,0.195731429
8.285154447,2.450488214,3.008063879,-0.083599604,-0.807900569,-0.20000001,0.195718665
8.684340301,2.396770313,2.908063874,-0.183871124,-0.818225156,-0.20000001,0.195692028
9.081153459,2.302099763,2.808063869,-0.284408282,-0.83321336,-0.20000001,0.195667636
9.473524625,2.165551705,2.708063864,-0.385208546,-0.80109826,-0.05362785,0.049695836
9.839864727,2.004466416,2.681249938,-0.437755226,-0.745574898,0.179482557,-0.181120696
10.17964296,1.851452196,2.770991217,-0.398333018,-0.729508674,0.20000001,-0.197900327
10.52031722,1.723309888,2.870991222,-0.317422813,-0.695200951,0.20000001,-0.196526988
10.85410233,1.630277182,2.970991227,-0.224817319,-0.314159275,0.094411946,-0.092570816
11.00746444,1.598784049,3.0181972,-0.180042298,-0.186744005,0.070029261,-0.068859654
11.09919666,1.583496972,3.05321183,-0.149963535,-0.096051484,0.034357173,-0.033700908
11.14653926,1.576722066,3.070390416,-0.134274055,0.350201094,0.20000001,-0.201809654
10.97363686,1.602453275,3.170390421,-0.174850319,2.115339385,0.20000001,-0.238648405
-0.033333333,0.194444444,1.570796327,1.570796327,0.037699385,0.158752113,0.158752113
-0.033098798,0.213669658,1.650172383,1.547637511,0.117597953,-0.160996987,-0.158947738
-0.032886776,0.272034193,1.56967389,1.582816363,0.492103515,-0.076838522,-0.077478614
-0.034972115,0.518076601,1.531254628,1.571994301,0.615363815,0.199770564,0.197098527
-0.031044782,0.825727609,1.63113991,1.5624685,0.285742107,-0.198181226,-0.195753433
-0.032885409,0.968498693,1.532049297,1.594490497,0.35590624,-0.131397135,-0.133361943
-0.034981334,1.146351924,1.46635073,1.566915958,0.591327554,0.199926848,0.192980053
-0.023249887,1.441308144,1.566314154,1.519112085,0.527850224,-0.035150429,-0.032620641
-0.013823498,1.704931158,1.548738939,1.544737661,0.219995421,-0.199962263,-0.199872636
-0.012036089,1.815241711,1.448757808,1.557541799,0.152499438,-0.199990389,-0.200463896
-0.010905238,1.892080207,1.348762613,1.550644151,0.295161166,-0.19996333,-0.201820648
-0.002780897,2.038102166,1.248780948,1.477560855,-0.243115478,-0.20000001,-0.189275173
-0.004687413,1.928170149,1.148780943,1.649686571,-0.045135608,-0.20000001,-0.17326211
-0.003212023,1.914975794,1.048780938,1.718929671,0.253277782,-0.20000001,-0.172477015
-0.007183798,2.02419144,0.948780933,1.504701207,0.010547153,-0.20000001,-0.170439638
-0.006608693,2.034244946,0.848780928,1.521782219,0.121918347,-0.20000001,-0.163990489
-0.001266719,2.087865911,0.748780923,1.421237666,0.120537208,-0.20000001,-0.163967128
0.009284292,2.140153863,0.648780918,1.322095856,0.121432114,-0.20000001,-0.163924049
0.025084945,2.191456524,0.548780914,1.221962226,0.184542641,-0.20000001,-0.167874237
0.058287014,2.26396127,0.448780909,1.064231544,0.938299719,-0.20000001,-0.217473214
0.376282602,2.560882487,0.348780904,0.549548905,-0.317010832,-0.20000001,-0.18966086
0.259777438,2.474361404,0.248780899,0.757479012,0.526791655,-0.20000001,-0.200332766
0.464125558,2.610998204,0.148780894,0.452933107,-0.172304911,-0.20000001,-0.185659985
0.399733219,2.574135767,0.048780889,0.600829829,0.306156451,-0.20000001,-0.186346216
0.522666239,2.639683412,-0.051219116,0.389290957,0.132382797,-0.20000001,-0.18655168
0.582452623,2.661925993,-0.151219121,0.321778325,0.456346529,-0.20000001,-0.198830536
0.793191384,2.701086835,-0.251219126,0.066464802,0.639223128,-0.0501135,-0.067573128
1.104897771,2.683575671,-0.276275877,-0.145398398,0.364623014,-0.20000001,-0.203048044
1.283845004,2.652267202,-0.376275882,-0.205097365,0.318509542,-0.20000001,-0.202502561
1.437674142,2.615086443,-0.476275886,-0.272141209,0.384585934,-0.20000001,-0.203643685
1.618174809,2.555063427,-0.576275892,-0.370140063,0.743733469,-0.20000001,-0.210988505
1.947559447,2.390988634,-0.676275897,-0.539927574,0.649079278,-0.20000001,-0.206966493
2.214968298,2.210006685,-0.776275901,-0.648512673,0.47860966,-0.20000001,-0.204468134
2.399319631,2.059017079,-0.876275906,-0.726833824,0.457131024,-0.20000001,-0.204576931
2.562597803,1.900969604,-0.976275911,-0.813143768,0.551968254,-0.20000001,-0.206309189
2.739419165,1.691640808,-1.076275916,-0.923971713,0.585787484,-0.20000001,-0.20657217
2.901642039,1.449976346,-1.176275921,-1.033683227,0.56942435,-0.20000001,-0.206062273
3.033999755,1.199672435,-1.276275926,-1.134895326,0.45634653,-0.20000001,-0.204434872
3.121582404,0.990248278,-1.376275931,-1.216782249,0.481422118,-0.20000001,-0.20510744
3.193642767,0.762275545,-1.476275936,-1.313006419,0.585787486,-0.20000001,-0.206861922
3.250902134,0.477163512,-1.576275941,-1.429527591,0.699762807,-0.20000001,-0.20808245
3.278017864,0.130345905,-1.676275946,-1.551757626,0.620767425,0.20000001,0.190741798
3.269819067,-0.179115401,-1.576275941,-1.615058764,0.620767425,0.20000001,0.202256526
3.261064933,-0.489214122,-1.476275936,-1.573123342,0.620767424,0.20000001,0.205065379
3.272077291,-0.798562035,-1.376275931,-1.493786645,0.620767425,0.20000001,0.205898627
3.309919277,-1.105424747,-1.276275926,-1.401152466,0.781412442,0.20000001,0.208175287
3.398439097,-1.484271542,-1.176275921,-1.284830204,1.268866548,-0.20000001,-0.18507571
3.607514807,-2.082462149,-1.276275926,-1.233988156,1.620175772,-0.20000001,-0.206670531
3.840082087,-2.857693972,-1.376275931,-1.327374869,5.407986501,0.20000001,0.173325836
4.472871525,-5.4827829,-1.276275926,-1.288406463,3.377822229,0.20000001,0.204082674
-0.033333333,0.216666667,1.570796327,1.570796327,0.022822379,0.093997693,0.093997693
-0.033247118,0.22821553,1.617795173,1.55631638,0.379766418,-0.199929359,-0.19721836
-0.034390846,0.418042942,1.517830493,1.583924792,0.510910295,-0.167767648,-0.170775706
-0.032480953,0.673209582,1.43394667,1.537441173,0.66502987,0.191023747,0.183131208
-0.008597599,1.004323257,1.529458543,1.486678561,0.27326577,-0.199887334,-0.198535778
0.000706733,1.140745653,1.429514876,1.509404313,0.646392277,0.189991257,0.184226786
0.029885879,1.462344169,1.524510505,1.474193359,0.628516814,-0.199970827,-0.196556553
0.054702959,1.775569724,1.424525091,1.48948125,0.244361832,-0.199977283,-0.201141713
0.065039823,1.897626493,1.32453645,1.477178664,-0.293571028,-0.199999842,-0.193210648
0.061880071,1.759648293,1.224536529,1.641494576,0.391732173,-0.19999271,-0.198722763
0.068386966,1.945869989,1.124540174,1.441613564,-0.184769013,-0.20000001,-0.184269542
0.063939149,1.867078924,1.024540169,1.603016711,0.072112231,-0.20000001,-0.171402051
0.06350858,1.902370797,0.924540164,1.561682994,0.114733695,-0.20000001,-0.167585284
0.066252466,1.954179924,0.824540159,1.473651372,0.09621699,-0.20000001,-0.165140392
0.072092655,1.997846832,0.724540154,1.401193082,0.124913489,-0.20000001,-0.163756522
0.084185014,2.051498255,0.624540149,1.297194587,0.120743356,-0.20000001,-0.163957204
0.1011551,2.102151059,0.524540144,1.197824365,0.341499056,-0.20000001,-0.177650014
0.175154174,2.230352357,0.424540139,0.916552214,0.149015307,-0.20000001,-0.183316323
0.220318736,2.284122853,0.324540134,0.827298735,0.562678944,-0.20000001,-0.202363727
0.429777543,2.443930706,0.224540129,0.511650209,0.85025849,-0.20000001,-0.215891032
0.81866705,2.595594846,0.124540124,0.265988053,-0.038499185,-0.20000001,-0.197459843
0.802680742,2.590860543,0.024540119,0.312138149,0.324120678,-0.20000001,-0.200979276
0.956101023,2.630545301,-0.075459886,0.195619282,0.439307557,-0.20000001,-0.204459905
1.169841213,2.656313055,-0.175459891,0.049979693,0.730620027,-0.098315136,-0.112159267
1.53057895,2.639364376,-0.224617459,-0.119715647,0.357472644,-0.20000001,-0.202643659
1.707252778,2.614393803,-0.324617464,-0.166388053,0.446526891,-0.20000001,-0.204537498
1.924186115,2.568117015,-0.424617469,-0.255327797,0.443955344,-0.20000001,-0.204620807
2.134527473,2.502573722,-0.524617474,-0.349525655,0.315573848,-0.20000001,-0.20243937
2.27997329,2.444131665,-0.624617479,-0.417440873,0.401099557,-0.20000001,-0.203973652
2.456814828,2.354429045,-0.724617484,-0.521017354,0.508862873,-0.20000001,-0.206158033
2.666450815,2.215270448,-0.824617489,-0.647308228,0.377364845,-0.20000001,-0.203520404
2.811038689,2.096345541,-0.924617494,-0.731037148,0.551456618,-0.20000001,-0.206872931
3.001674508,1.900950087,-1.024617499,-0.859992263,0.564091968,-0.20000001,-0.206540467
3.171758997,1.678530295,-1.124617504,-0.97376789,0.585787486,-0.20000001,-0.206531867
3.321899726,1.429141083,-1.224617509,-1.082575831,0.512361535,-0.20000001,-0.205239038
3.431092283,1.19892309,-1.324617514,-1.174417095,0.583346213,-0.20000001,-0.206477208
3.528239328,0.925787078,-1.424617519,-1.282445766,0.679909435,-0.20000001,-0.207615992
3.604840768,0.596472817,-1.524617524,-1.398978785,1.021431587,-0.20000001,-0.211222978
3.654225636,0.090187793,-1.624617529,-1.537616557,0.571530377,0.20000001,0.194277471
3.654956028,-0.19525823,-1.524617524,-1.577014969,0.463687787,0.20000001,0.202154018
3.656654778,-0.427015901,-1.424617519,-1.541655992,0.463687787,0.20000001,0.204046322
3.671035873,-0.657615609,-1.324617514,-1.471538368,0.620767425,0.20000001,0.206932908
3.7189834,-0.962443036,-1.224617509,-1.359993258,0.620767425,0.20000001,0.206548188
3.799337213,-1.260636454,-1.124617504,-1.255869366,0.620767424,0.20000001,0.206404091
3.909832295,-1.549115719,-1.024617499,-1.154397083,0.620767422,0.20000001,0.206351796
4.048842228,-1.825022217,-0.924617494,-1.05387155,0.781412442,0.20000001,0.208403647
4.261588884,-2.150631558,-0.824617489,-0.934368059,1.268866548,-0.20000001,-0.184898757
4.663664635,-2.640383042,-0.924617494,-0.882474703,1.620175773,-0.20000001,-0.206648287
5.149000939,-3.288089771,-1.024617499,-0.975726272,1.820698192,-0.20000001,-0.208659093
5.617885432,-4.067350177,-1.124617504,-1.080432603,10.5482756,0.20000001,0.153212524
-0.033333333,0.238888889,1.570796327,1.570796327,0.125248977,-0.065248876,-0.065248876
-0.033584022,0.30156208,1.538171889,1.577428785,0.437947619,-0.199586249,-0.201151283
-0.033199709,0.520570427,1.438378764,1.551706218,0.497306835,-0.199695086,-0.2040379
-0.019860685,0.768031446,1.338531221,1.47852293,0.348854,-0.199870653,-0.20278308
0.001053673,0.940493531,1.238595895,1.417894303,0.384091409,-0.15961178,-0.163902911
0.038166816,1.127260621,1.158790005,1.332030503,0.231266335,-0.199923024,-0.200916907
0.06773306,1.238659865,1.058828492,1.287141836,-0.105615483,-0.199981664,-0.192401599
0.056422983,1.193125432,0.95883766,1.373909244,0.069832746,-0.199839176,-0.185686367
0.063758937,1.228108543,0.858918072,1.352662062,0.32637911,-0.199969047,-0.191553631
0.111969607,1.371886596,0.758933549,1.151703887,0.136082559,-0.199993593,-0.189973083
0.140729963,1.431640888,0.658936752,1.091158456,0.2869091,-0.19999793,-0.193623902
0.212875965,1.546666135,0.558937787,0.934797738,0.299270857,-0.20000001,-0.197023882
