input_theta1,input_x1,input_y1,input_theta0,input_index,output_v0,output_delta0,exec_time_sec
1.209323469,-0.128061236,0.248990632,1.651429102,35,-0.1998207429406135,0.028559016175041075,52.59740591049194
1.177719832,-0.134045074,0.233878029,1.663517702,36,-0.18510965915731065,0.32229323296792434,74.4981541633606
1.145210699,-0.139684353,0.220869378,1.67944686,37,-0.04414094395084786,0.3698496073168411,72.06438446044922
1.112918514,-0.144692863,0.210270445,1.699239559,38,-0.06025348535590881,0.2878438663179398,60.37077593803406
1.082171834,-0.148799439,0.202245266,1.722779689,39,-0.11924742464794676,0.3340068517609314,58.37442135810852
1.056634067,-0.151365738,0.197560549,1.749941627,40,0.04143661504429353,0.2633323778078205,55.17772173881531
1.03858083,-0.152317755,0.195909194,1.77826919,41,0.08572173514439346,0.2573516660229367,52.25381302833557
1.032375988,-0.151349326,0.197541941,1.804837129,42,0.11922478799718766,0.25008442153897054,52.89986777305603
1.034217284,-0.14923595,0.201087439,1.830078054,43,0.14559946634266396,0.2683835948325715,54.813969373703
1.041562411,-0.146433772,0.205837949,1.854531867,44,0.13957776269405067,0.22379828575803024,57.92484140396118
1.051479968,-0.143394896,0.211092865,1.878622357,45,0.14095085541910488,0.22493475795434564,55.48749852180481
1.062571566,-0.140315948,0.216548535,1.902636481,46,0.1818002185199547,0.2480533014269105,55.6825270652771
1.075578359,-0.137134375,0.222348251,1.926244841,47,0.1723693239193168,0.2139273314900092,52.225093126297
1.090714546,-0.133847241,0.228545697,1.94935588,48,0.1999455670512055,0.19579380324632348,54.30408000946045
1.108047446,-0.130463966,0.235182586,1.97200124,49,0.19983053333583278,0.17318324149821257,56.06684875488281
1.127562579,-0.126997969,0.242303108,1.994336036,50,0.19997096733416053,0.14247902066635862,53.80282735824585
1.149186921,-0.12348369,0.249917079,2.016283265,51,0.19960480659085997,0.008729138937884719,57.88794708251953
1.172834491,-0.119956139,0.258038227,2.037769962,52,0.19998527561576943,0.10125971724544089,53.54298949241638
1.198408235,-0.116451126,0.266683991,2.058728132,53,0.19998610777704942,0.0760769750173446,55.50444555282593
1.224775787,-0.11309222,0.275629988,2.079216186,54,0.19998611038558148,0.0446634057550862,54.274893045425415
1.251778854,-0.109902777,0.28486655,2.099286548,55,0.19998984706934575,0.014731414198302161,56.417633295059204
1.279649451,-0.106882247,0.294459487,2.118799389,56,0.20000000975492221,-0.3640746002003166,59.597900390625
1.308647085,-0.104037053,0.30448222,2.137510785,57,0.20000000974898774,-0.3805260296506209,52.94948387145996
1.338719798,-0.10140351,0.314924458,2.155061393,58,0.20000000978210875,-0.39546530651494594,55.140923500061035
1.369869506,-0.099005139,0.325832742,2.171362903,59,0.20000000996989176,-0.40807611881586814,51.26524090766907
1.570796327,-0.077777778,0.238888889,1.570796327,0,0.1998789466666073,0.07810220062259776,62.13282299041748
1.578005069,-0.077834536,0.254070065,1.546781869,1,0.19996694749754146,-0.5010178083876304,68.95609784126282
1.585220937,-0.078008888,0.269945992,1.517263515,2,0.1904191457846144,0.27294488903698627,82.26966261863708
1.591011356,-0.078290366,0.286040514,1.486027209,3,0.19993234233456794,-0.3556268094612028,63.205867767333984
1.593577923,-0.078647935,0.302564155,1.458574961,4,0.19992120849942702,-0.41063670090400034,64.57415986061096
1.593406597,-0.079016932,0.318746023,1.435441039,5,0.1999211565047038,-0.39938067101248087,56.53436589241028
1.590992023,-0.079354536,0.334464393,1.416564182,6,0.199923617729839,-0.3988817309116073,59.50705647468567
1.586666999,-0.079630686,0.34973924,1.402044446,7,0.19997261033992933,-0.4001608335372727,59.193490743637085
1.580857474,-0.07982285,0.364537379,1.391666346,8,0.1999719544096619,-0.39163431763259415,58.70096755027771
1.574019982,-0.079918141,0.378883058,1.384833361,9,0.19209128125020175,0.2602430826742897,73.2670350074768
1.566487244,-0.07991038,0.392791733,1.381144442,10,0.19995756848705312,0.38777567349887526,73.37344670295715
1.558530553,-0.079798162,0.406287877,1.380219058,11,0.19171047956001805,0.27297700211144404,78.69711756706238
1.550307536,-0.079575699,0.419841042,1.381085549,12,0.1999763908836299,0.3625467621966646,62.29770255088806
1.541968154,-0.079239885,0.433433523,1.383603543,13,0.19982177416453287,-0.35388481736022487,57.90454030036926
1.533644182,-0.078787498,0.447121342,1.387523437,14,0.1997645580580946,-0.3213558316598031,59.50217366218567
1.525463355,-0.078217678,0.460912197,1.392646755,15,0.19995313584008756,0.3354123844956614,64.67464923858643
1.517240546,-0.077532766,0.474735935,1.39986148,16,-0.19999439876870861,0.4420188804262695,99.23384881019592
1.509303395,-0.076832101,0.48688908,1.410403128,17,0.1554466198428637,-0.18838326858589322,52.82150077819824
1.501500344,-0.076166886,0.497036635,1.42481226,18,0.15432376069526815,-0.1907128775450043,54.726113080978394
1.493864451,-0.075758417,0.502609685,1.444147776,19,0.12395452634767344,-0.2647018078186985,52.97221064567566
1.485830351,-0.07576996,0.502466753,1.468285708,20,0.11374480661900457,-0.2375687869735104,56.19823122024536
1.47691968,-0.076378062,0.495678534,1.495005296,21,-0.19996041705218637,0.2508369193219352,57.149373054504395
1.466417087,-0.077589157,0.483484237,1.521996499,22,-0.19734265491700337,0.2257856483955454,58.0367796421051
1.454223565,-0.079308739,0.467958331,1.54693215,23,-0.1984666795042549,0.21216594837072744,52.4128201007843
1.439447627,-0.081595458,0.449574649,1.570352141,24,-0.19947179502069937,0.12993756699473372,50.97694420814514
1.423488397,-0.084363029,0.429811086,1.588342379,25,-0.19988370036494676,0.08466482836653492,51.15824031829834
1.406464709,-0.087602997,0.4091618,1.601244391,26,-0.19959962015737262,0.06788571664650014,49.126394510269165
1.388093107,-0.091272299,0.388205946,1.611080633,27,-0.19909805610021009,0.09105240385306416,54.58116555213928
1.368025081,-0.095389197,0.367090594,1.619119815,28,-0.1999284292216402,0.08888180904342162,52.92271423339844
1.34631949,-0.099957137,0.346015117,1.625490314,29,-0.19994225960523482,0.17561559105327304,61.18971085548401
