-0.1,0.15,1.570796327,1.570796327,0.199765297,-0.299635516,0.199765297
-0.101482303,0.250689074,1.420978569,1.590715572,0.199237087,-0.318687837,0.201757271
-0.102492043,0.351162543,1.26163465,1.563558051,0.047937103,-0.09172194,0.048496149
-0.102194488,0.37535445,1.21577368,1.552954227,-0.180512503,0.368875634,-0.182551484
-0.102648201,0.283488211,1.400211497,1.570206388,-0.013913105,0.620322349,-0.024207003
-0.102835763,0.277702455,1.710372671,1.466791074,-0.058488782,0.420287354,-0.046625724
-0.105616206,0.259180069,1.920516348,1.364852561,0.199922796,0.32524552,0.187001446
-0.092693966,0.351114935,2.083139108,1.499185189,0.199862341,0.084716984,0.171413683
-0.093511598,0.439570706,2.1254976,1.653853803,0.199953821,-0.050685658,0.17582048
-0.107604054,0.529898326,2.100154771,1.787629552,0.199955503,-0.164377594,0.185215702
-0.133249511,0.622080874,2.017965974,1.886123047,0.199974401,-0.313807433,0.194113531
-0.167415853,0.715506485,1.861062258,1.944404055,0.19997134,-0.164170528,0.200643899
-0.203583527,0.808982082,1.778976994,1.931688349,0.199972259,-0.091378499,0.19903507
-0.236992825,0.902665395,1.733287744,1.894546341,0.199936747,-0.098454811,0.198923561
-0.266792006,0.997486879,1.684060339,1.855465338,0.19997212,-0.066617879,0.198178028
-0.29250844,1.093250927,1.650751399,1.811428041,0.199982597,-0.031584698,0.197911984
-0.313970154,1.190044561,1.63495905,1.768097983,0.199964714,-0.046555305,0.198813048
-0.331747847,1.287907561,1.611681398,1.733523403,0.19999414,0.034271987,0.198094928
-0.345895356,1.386279207,1.628817391,1.69675261,0.19889088,-0.148018776,0.199436892
-0.358135515,1.485188795,1.554808003,1.6875073,0.162850549,-0.264498885,0.164918415
-0.367557282,1.567036147,1.422558561,1.67769705,0.039311132,0.050639896,0.036760519
-0.369317637,1.585506541,1.447878508,1.654505693,0.166078116,-0.03682885,0.163300958
-0.374199596,1.667217752,1.429464083,1.607762779,0.156648134,-0.102681089,0.155985873
-0.375862772,1.745095614,1.378123539,1.57569013,0.199702906,-0.093968571,0.19766256
-0.373891684,1.84391716,1.331139253,1.526158755,0.199923784,-0.177857593,0.199580632
-0.367420566,1.943196243,1.242210457,1.482703497,0.199653987,-0.186209025,0.198343232
-0.356093092,2.041387548,1.149105944,1.427069108,0.199919338,0.141789047,0.188355045
-0.337661157,2.136184703,1.220000468,1.339568842,-0.054969813,0.253583873,-0.057602182
-0.344542135,2.109131704,1.346792404,1.300870144,-0.182899428,0.127037137,-0.18212343
-0.370601313,2.022684927,1.410310973,1.249210752,0.022243138,0.117988681,0.02384771
-0.366718414,2.034100637,1.469305313,1.237178891,-0.199980073,0.090671026,-0.192530627
-0.402061917,1.947271886,1.514640826,1.12176162,-0.199999382,-0.202134794,-0.192500274
-0.447973027,1.86263544,1.413573429,1.026087099,-0.199999869,-0.456630856,-0.202426599
-0.502400306,1.776172367,1.185258001,1.003595679,-0.19999921,-0.065374222,-0.197889251
-0.557603228,1.694248063,1.15257089,0.950988921,-0.199999276,-0.177046804,-0.199494326
-0.616981361,1.613771957,1.064047488,0.922624212,-0.199999403,-0.191234543,-0.200698182
-0.677833814,1.533892638,0.968430216,0.922246544,-0.199999449,-0.177606427,-0.200606155
-0.737067568,1.453542508,0.879627003,0.955673655,-0.199999394,0.016815351,-0.199549117
-0.793617729,1.371414603,0.888034679,0.980834375,-0.19999944,0.063414696,-0.199726524
-0.848402931,1.287879106,0.919742026,0.999083017,-0.199999891,-0.224907033,-0.197588159
-0.89704082,1.204854105,0.80728851,1.094775185,-0.199999748,0.232517752,-0.198384543
-0.940473073,1.115137489,0.923547386,1.141178157,-0.199999199,-0.113828699,-0.192823813
-0.974923656,1.028012711,0.866633036,1.257596498,-0.199999875,0.182178277,-0.191850789
-0.999844601,0.935558836,0.957722175,1.357952459,-0.158785186,0.534620735,-0.167067049
-1.017590154,0.854130343,1.225032542,1.341277773,-0.199999999,-0.03564222,-0.198236833
-1.03751482,0.757609392,1.207211432,1.397334162,-0.199999999,0.516423956,-0.206155559
-1.057545718,0.659321132,1.46542341,1.322641275,0.20000001,0.083614285,0.199154607
-1.03476485,0.756213468,1.507230552,1.357496938,-0.20000001,0.443489561,-0.191146436
