input_theta1,input_x1,input_y1,input_theta0,input_index,output_v0,output_delta0,exec_time_sec
2.000811085,-0.231145084,0.810162553,1.956231322,77,0.19992556552075907,-0.2888758507030242,56.52907371520996
2.001926012,-0.238275332,0.825683686,1.944141796,78,0.19466299143938906,-0.2708942430286757,41.434850454330444
2.002228061,-0.245310582,0.840969744,1.93250751,79,0.030738277644115207,-0.1419835112371984,45.16835594177246
2.001470544,-0.252455815,0.856504478,1.922024496,80,0.1996546748486724,-0.24076709999885035,38.041512966156006
1.999784884,-0.259684181,0.872271034,1.912625716,81,0.18669132769547597,-0.2201785543514977,48.287315130233765
1.997376856,-0.266934666,0.888171971,1.904067239,82,0.1999414766593525,-0.24027472523109003,37.56605863571167
1.994391768,-0.274283584,0.904404782,1.895916007,83,0.09648350392862037,-0.18809405720388397,37.68855309486389
1.990885662,-0.2817101,0.920951909,1.888161959,84,0.054087605093036145,-0.14265966076963818,38.30617690086365
1.986911194,-0.289196988,0.937802164,1.880798876,85,0.19867025962326124,-0.20787575138106013,36.485175371170044
1.982520578,-0.296727979,0.95494473,1.873820305,86,0.1919428901706882,-0.19591058837519268,48.75683307647705
1.977767623,-0.304285168,0.97236292,1.867219024,87,0.1978330281752379,-0.19637449153135103,44.673663854599
1.972734765,-0.311805044,0.989930192,1.861031819,88,0.19997791405524357,-0.20373825992260294,44.60520935058594
1.967473244,-0.319274415,1.007630936,1.8552515,89,0.19382107280050337,-0.18376685405428955,43.41651463508606
1.962115395,-0.326648832,1.025369096,1.849691661,90,0.18970377325228752,-0.17542090094604676,45.37021780014038
1.956694175,-0.3339201,1.043128636,1.844329157,91,0.19270457995309995,-0.17453747173891904,48.858288288116455
1.95123022,-0.341084444,1.060902351,1.839158538,92,0.1999265283841042,-0.19309761490210914,44.99838399887085
1.945764038,-0.348157285,1.078729433,1.834038719,93,0.1998231846055343,-0.1725262910432976,44.4183509349823
1.940307931,-0.35514122,1.096616783,1.828929369,94,0.19996951927246429,-0.18100579990356508,47.18077230453491
1.570796327,-0.077777778,0.15,1.570796327,0,0.1227213403488241,0.42702249237023326,95.89761328697205
1.563644588,-0.077728251,0.163410766,1.594322218,1,0.11579680585075466,0.39272483310036427,95.8042984008789
1.558984937,-0.077599978,0.176809379,1.614043127,2,0.06953088336392324,0.4068548037028026,94.12471127510071
1.55665984,-0.07742839,0.189968405,1.629417501,3,0.11306987592462804,0.3969712521043768,96.01736235618591
1.556518891,-0.077247515,0.202665969,1.63973733,4,0.10978807362734717,0.4417262832501731,80.75648617744446
1.558682236,-0.077077692,0.215527062,1.644103951,5,0.15317499950828245,0.5200107790669481,92.46039628982544
1.563305089,-0.076947419,0.228854749,1.641145811,6,0.19997942118153117,-0.10892430874899649,56.16982841491699
1.570359196,-0.076892571,0.242954275,1.629685217,7,0.19993714336485008,-0.24369311148774148,57.28721475601196
1.579281623,-0.076955577,0.258137819,1.609739584,8,0.19993901654761942,-0.1559514555277228,56.40013074874878
1.588305892,-0.077160955,0.273755649,1.584745443,9,0.19993402268465593,-0.2330064325540534,66.17308735847473
1.597124503,-0.07750952,0.289529333,1.554635489,10,0.19993747711721477,-0.23011359111415167,54.57962489128113
1.604411974,-0.077996271,0.305668346,1.522770188,11,0.19997528341000478,-0.276029065986334,58.973634481430054
1.608528927,-0.078584432,0.322079796,1.494404456,12,0.19997014212790626,-0.2463682883581444,60.65485143661499
1.609691521,-0.079219055,0.338584911,1.47002106,13,0.19991726037305757,-0.20922206266195323,62.24013614654541
1.608403846,-0.079835915,0.354668121,1.449922461,14,0.19991354096220545,-0.2043110609090741,64.6083664894104
1.605044025,-0.080399365,0.370320702,1.434181336,15,0.19990811877663733,-0.2218774594922957,60.6626296043396
1.600015754,-0.080882437,0.385525118,1.422683635,16,0.19996343509915726,-0.2736281745173585,60.56395173072815
1.593810526,-0.08126821,0.400288919,1.414831047,17,-0.10745677478604086,0.45682340864363713,83.67662572860718
1.586798578,-0.081547595,0.414615581,1.410194116,18,0.14437154942136093,0.45884320221077923,87.4543526172638
1.579293941,-0.081717294,0.428493471,1.408377086,19,0.07490914125489638,0.4650802853262814,90.93055319786072
1.571456373,-0.081780742,0.442445298,1.408375428,20,0.19666623708273817,0.059795365218622755,94.33655095100403
