input_x1,input_y1,input_theta0,input_theta1,output_v0,output_delta0,output_v1,time
0.026468732,1.739308272,1.385174181,1.455734902,0.267776185,-0.199965279,-0.201355571,85.7
0.042653716,1.872441575,1.285191541,1.437800909,0.107126112,-0.199995963,-0.199300071,85.8
0.049883722,1.926418027,1.18519356,1.434554625,-0.229499174,-0.199999941,-0.188150311,85.9
0.043708733,1.824050709,1.08519359,1.605938378,0.15843793,-0.199999949,-0.181372434,86
0.044888005,1.897737747,0.985193615,1.503754253,-0.031354164,-0.20000001,-0.172152695,86.1
0.044589666,1.89040314,0.88519361,1.560632519,0.123647211,-0.20000001,-0.163817445,86.2
0.047941073,1.944818796,0.785193605,1.458040975,0.120944537,-0.20000001,-0.163947519,86.3
0.05659831,1.997609788,0.6851936,1.358447809,0.121368785,-0.20000001,-0.163927097,86.4
0.070515872,2.049430166,0.585193595,1.258384389,0.121302656,-0.20000001,-0.16393028,86.5
0.089529705,2.099578327,0.48519359,1.158394279,0.341411582,-0.20000001,-0.177652746,86.6
0.168500238,2.22473904,0.385193585,0.877216235,0.174053895,-0.20000001,-0.18449831,86.7
0.223882419,2.284533275,0.28519358,0.770506928,0.622044896,-0.20000001,-0.205923268,86.8
0.468181938,2.446908127,0.185193575,0.443540339,0.858413669,-0.20000001,-0.215293714,86.9
0.870038112,2.578407146,0.08519357,0.21830324,0.277427881,-0.20000001,-0.201912744,87
1.005755267,2.605808297,-0.014806435,0.175700344,0.819510051,-0.036836152,-0.051687685,87.1
1.410936044,2.641570613,-0.033224511,0.02893252,0.760415404,-0.114187647,-0.118690609,87.2
1.790725821,2.641374625,-0.090318334,-0.029656338,0.411993012,-0.20000001,-0.202129834,87.3
1.996480865,2.632575632,-0.190318339,-0.063366856,0.364900887,-0.20000001,-0.203010543,87.4
2.177596893,2.616190795,-0.290318344,-0.121334817,0.446526893,-0.20000001,-0.204660964,87.5
2.396063443,2.579076956,-0.390318349,-0.21589401,0.443955344,-0.20000001,-0.204669787,87.6
2.608634319,2.521586226,-0.490318354,-0.312763154,0.315573835,-0.20000001,-0.202429482,87.7
2.756063419,2.468462518,-0.590318359,-0.381680917,0.401099557,-0.20000001,-0.203970677,87.8
2.935934859,2.385083567,-0.690318364,-0.48596411,0.508862894,-0.20000001,-0.20616506,87.9
3.150269157,2.25331578,-0.790318369,-0.612683302,0.421492461,-0.20000001,-0.204300747,88
3.315499394,2.125293481,-0.890318374,-0.706434719,0.536592342,-0.20000001,-0.206439751,88.1
3.506717629,1.940560559,-0.990318379,-0.826831547,0.560009207,-0.20000001,-0.206447847,88.2
3.682988435,1.725590876,-1.090318384,-0.939231722,0.584628685,-0.20000001,-0.206521024,88.3
3.841338867,1.482025083,-1.190318389,-1.048007967,0.551494792,-0.20000001,-0.205800081,88.4
3.966461527,1.237994114,-1.290318394,-1.146283449,0.584188082,-0.20000001,-0.206314273,88.5
4.072034226,0.967407672,-1.390318399,-1.250617488,0.684457301,-0.20000001,-0.207582406,88.6
4.159882911,0.63851089,-1.490318404,-1.366065066,1.021431587,-0.20000001,-0.211117102,88.7
4.226269614,0.134137501,-1.590318409,-1.503571452,0.576878302,0.20000001,0.194250008,88.8
4.236815421,-0.153791698,-1.490318404,-1.542788539,0.463687787,0.20000001,0.202156621,88.9
4.246448949,-0.385354778,-1.390318399,-1.507390443,0.463687787,0.20000001,0.204047084,89
4.268723971,-0.615325713,-1.290318394,-1.437254786,0.620767425,0.20000001,0.206933407,89.1
4.327093556,-0.918329834,-1.190318389,-1.325699691,0.620767425,0.20000001,0.20654838,89.2
4.417624818,-1.213592543,-1.090318384,-1.221572229,0.620767425,0.20000001,0.206404161,89.3
4.537947189,-1.498113108,-0.990318379,-1.120098671,0.62076742,0.20000001,0.206351821,89.4
4.68633673,-1.769090398,-0.890318374,-1.019572683,1.153487637,-0.20000001,-0.183463822,89.5
5.016903319,-2.240387414,-0.990318379,-0.950066743,1.268866548,-0.20000001,-0.204944029,89.6
5.366428946,-2.769185301,-1.090318384,-1.030021947,1.620175773,-0.20000001,-0.209399718,89.7
5.742640694,-3.485466417,-1.190318389,-1.140195337,1.820698192,-0.20000001,-0.208870905,89.8
6.076887561,-4.331244511,-1.290318394,-1.246073203,10.87967738,0.20000001,0.151682642,89.9
-0.077777778,0.327777778,1.570796327,1.570796327,0.101841372,-0.1784475,-0.1784475,90
-0.07837569,0.379089566,1.481572577,1.590939252,0.026358185,-0.036013779,-0.036086308,90.1
-0.078649486,0.392386175,1.463565687,1.59169188,0.406162,-0.198623547,-0.202185215,90.2
-0.076567305,0.594682848,1.364253913,1.525575826,0.689246573,0.045957819,0.034290203,90.3
-0.03894915,0.935403668,1.387232823,1.420259968,0.320466354,-0.199942193,-0.200891372,90.4
-0.014689859,1.094019097,1.287261727,1.409845047,0.633613432,-0.182335471,-0.188714844,90.5
0.050884749,1.402634977,1.196093991,1.313853746,-0.158764064,-0.199918541,-0.196668687,90.6
0.034567603,1.328927756,1.096134721,1.400791559,0.763833848,-0.19997538,-0.213678909,90.7
0.147433971,1.685268165,0.996147031,1.157578202,-0.253730495,-0.199992854,-0.193314365,90.8
0.106793162,1.573542033,0.896150604,1.304876529,0.062247391,-0.19999865,-0.185998312,90.9
0.115510799,1.604702045,0.796151279,1.289572058,0.296379885,-0.19999987,-0.190181222,91
0.166176175,1.732689422,0.696151344,1.105596387,0.199816025,-0.200000009,-0.191423069,91.1
0.213362967,1.815852158,0.596151339,1.003883897,0.220208449,-0.20000001,-0.192336366,91.2
0.274805508,1.90126251,0.496151334,0.891289831,-0.127603135,-0.20000001,-0.179676757,91.3
0.245385472,1.859935458,0.396151329,1.02356566,0.979615319,-0.20000001,-0.219418296,91.4
0.593801427,2.150704183,0.296151324,0.488974424,-0.200339418,-0.20000001,-0.192454328,91.5
0.514925548,2.102621762,0.196151319,0.619935141,0.019612293,-0.20000001,-0.183114394,91.6
0.525702807,2.110440139,0.096151314,0.634337024,0.413729205,-0.20000001,-0.192934912,91.7
0.693453541,2.200017424,-0.003848691,0.367340986,0.960409261,-0.20000001,-0.221215687,91.8
1.153502526,2.280336315,-0.103848696,0.038557362,1.018627784,-0.20000001,-0.212432384,91.9
1.659830969,2.257751334,-0.203848701,-0.113540449,0.456346529,-0.20000001,-0.203300592,92
1.885416478,2.226407553,-0.303848706,-0.168284034,0.313296917,-0.20000001,-0.202399247,92.1
2.038729475,2.196632693,-0.403848711,-0.219606197,0.326296846,-0.20000001,-0.202592892,92.2
2.195350526,2.155699212,-0.503848716,-0.294001154,0.319385291,-0.20000001,-0.202265687,92.3
2.344580175,2.103781765,-0.603848721,-0.377122094,0.310419062,-0.20000001,-0.20185938,92.4
2.484504607,2.041255984,-0.703848726,-0.464453037,0.446526893,-0.20000001,-0.204884147,92.5
2.673944725,1.929741849,-0.803848731,-0.595703666,0.329936989,-0.20000001,-0.202501187,92.6
2.805089029,1.832565466,-0.903848736,-0.681067416,0.31557383,-0.20000001,-0.202029736,92.7
2.921845154,1.729302604,-1.003848741,-0.768354363,0.401099557,-0.20000001,-0.203838437,92.8
3.055483503,1.583776513,-1.103848746,-0.88561456,0.508862891,-0.20000001,-0.206273454,92.9
3.200506334,1.378661986,-1.203848751,-1.020213113,0.574296281,-0.20000001,-0.207124224,93
3.333145033,1.126882763,-1.303848756,-1.147347845,0.599589628,-0.20000001,-0.206901126,93.1
3.439457828,0.848679545,-1.403848761,-1.261821555,0.532101469,-0.20000001,-0.205518132,93.2
3.5079483,0.593089702,-1.503848766,-1.356861839,0.652165921,-0.20000001,-0.207394887,93.3
3.557832592,0.272761085,-1.60384877,-1.472887498,0.620767424,0.20000001,0.190180944,93.4
3.573284851,-0.036319598,-1.503848766,-1.54033571,0.620767425,0.20000001,0.202131383,93.5
3.587437809,-0.346235874,-1.403848761,-1.499879903,0.48274081,0.20000001,0.203707214,93.6
3.611262297,-0.585873311,-1.303848756,-1.438395298,0.463687788,0.20000001,0.204412415,93.7
3.650495871,-0.813278553,-1.203848751,-1.358877132,0.463687787,0.20000001,0.204761157,93.8
3.708957676,-1.036123507,-1.103848746,-1.268371671,0.463687787,0.20000001,0.204893689,93.9
3.787876922,-1.252365037,-1.003848741,-1.172777,0.463687787,0.20000001,0.204948909,94
3.887312137,-1.459869905,-0.903848736,-1.074821944,0.620767425,0.20000001,0.207645767,94.1
4.051373057,-1.720519171,-0.803848731,-0.947826964,0.620767425,0.20000001,0.206837468,94.2
4.24511364,-1.960778416,-0.703848726,-0.838173069,0.620767425,0.20000001,0.206511784,94.3
4.463339881,-2.179335302,-0.603848721,-0.734725181,0.620767425,0.20000001,0.2063908,94.4
4.702771149,-2.374545204,-0.503848716,-0.633494296,1.153487637,-0.20000001,-0.183408965,94.5
5.186538333,-2.686564533,-0.603848721,-0.563654559,1.268866548,-0.20000001,-0.204937204,94.6
5.709591835,-3.044630613,-0.703848726,-0.643559247,1.620175773,-0.20000001,-0.209398677,94.7
6.328036371,-3.566282296,-0.803848731,-0.753726151,4.835559298,0.20000001,0.175521912,94.8
8.075294486,-5.234334226,-0.703848726,-0.719521008,9.706738042,0.20000001,0.2151875,94.9
-0.077777778,0.35,1.570796327,1.570796327,-0.396036938,0.199450846,0.199450846,95
-0.084395756,0.153974013,1.67052175,1.482549857,0.238498851,-0.199901752,-0.191923777,95.1
-0.078902332,0.271404412,1.570570874,1.553996025,0.255710715,-0.053076583,-0.052645475,95.2
-0.077423822,0.399249403,1.544032582,1.562019257,0.387152216,-0.199620925,-0.200284955,95.3
-0.075649783,0.592984071,1.44422212,1.551688346,0.57820216,-0.149846309,-0.155183621,95.4
-0.058968672,0.880697514,1.369298966,1.474445936,0.418763766,-0.025763226,-0.030016004,95.5
-0.032873396,1.087795433,1.356417353,1.421138816,0.674441903,0.021154433,0.016748102,95.6
0.025867324,1.41956594,1.366994569,1.379564684,0.67332227,-0.19997229,-0.200802843,95.7
0.092359396,1.749551001,1.267008424,1.351211257,-0.11345486,-0.199996533,-0.198333759,95.8
0.082079807,1.696260603,1.167010158,1.41481391,0.013858466,-0.199999874,-0.194230481,95.9
0.083455689,1.705808501,1.067010221,1.439481116,0.152918367,-0.199999996,-0.191851168,96
0.095590437,1.77931364,0.967010223,1.373387192,0.261983508,-0.20000001,-0.194067592,96.1
0.128420469,1.89986063,0.867010218,1.239045286,-0.038411753,-0.20000001,-0.184921596,96.2
0.124546956,1.887532373,0.767010213,1.2968627,0.308186772,-0.20000001,-0.188152282,96.3
0.177127665,2.018780361,0.667010208,1.09238812,-0.104038821,-0.20000001,-0.17788326,96.4
0.16078295,1.982615421,0.567010203,1.208733731,0.088530304,-0.20000001,-0.165512285,96.5
0.176542772,2.020562769,0.467010198,1.144595791,0.152132641,-0.20000001,-0.165355136,96.6
0.207746649,2.078819802,0.367010193,1.014982051,0.212335651,-0.20000001,-0.172277876,96.7
0.263529366,2.152837374,0.267010188,0.840050802,0.660046551,-0.20000001,-0.20383829,96.8
0.512808184,2.328226897,0.167010183,0.443755929,0.876177715,-0.20000001,-0.216329458,96.9
0.923586889,2.457926549,0.067010178,0.201867285,0.511183517,-0.20000001,-0.205056917,97
1.17473183,2.498192699,-0.032989827,0.114327537,0.723710563,-0.191126515,-0.199679302,97.1
1.53409842,2.515856737,-0.128553084,-0.010345567,0.456346529,-0.20000001,-0.20398614,97.2
1.761267485,2.506033659,-0.228553089,-0.079923869,0.553334894,0.20000001,0.189601082,97.3
2.034354008,2.469876371,-0.128553085,-0.156466047,0.429862242,-0.20000001,-0.198722385,97.4
2.247126367,2.438751998,-0.22855309,-0.147010061,0.433273565,-0.20000001,-0.202864582,97.5
2.460466914,2.402714861,-0.328553094,-0.194012595,0.443955346,-0.20000001,-0.204147618,97.6
2.675586145,2.35221182,-0.428553099,-0.270111535,0.315573848,-0.20000001,-0.202473992,97.7
2.825623252,2.30596956,-0.528553104,-0.331245631,0.401099557,-0.20000001,-0.203982344,97.8
3.009937759,2.232228363,-0.628553109,-0.430045544,0.508862895,-0.20000001,-0.20610751,97.9
3.231667662,2.112990446,-0.728553114,-0.553443495,0.54477318,-0.20000001,-0.206432324,98
3.452625552,1.957549998,-0.828553119,-0.670158061,0.557651997,-0.20000001,-0.206292395,98.1
3.659862865,1.77383172,-0.928553124,-0.779091732,0.579299357,-0.20000001,-0.206396383,98.2
3.853498136,1.560773736,-1.028553129,-0.886038217,0.551210303,-0.20000001,-0.205801399,98.3
4.016239786,1.340224169,-1.128553134,-0.984391783,0.587659624,-0.20000001,-0.206367824,98.4
4.16483546,1.088657349,-1.228553139,-1.089324707,0.796428303,-0.20000001,-0.20911744,98.5
4.324281035,0.725968147,-1.328553144,-1.217741662,0.579385078,-0.20000001,-0.205180468,98.6
4.413138253,0.451278155,-1.428553149,-1.300828504,0.680608715,-0.20000001,-0.207040302,98.7
4.485715559,0.120366243,-1.528553154,-1.407676047,0.569368872,0.20000001,0.191675042,98.8
4.519856229,-0.161516592,-1.428553149,-1.467823538,0.463687787,0.20000001,0.201666265,98.9
4.545892852,-0.391896233,-1.328553144,-1.439530096,0.463687787,0.20000001,0.203904995,99
4.583304166,-0.619985286,-1.228553139,-1.372668694,0.620767425,0.20000001,0.206841961,99.1
4.660807409,-0.91873478,-1.128553134,-1.262926538,0.620767425,0.20000001,0.206513487,99.2
4.769580659,-1.207797999,-1.028553129,-1.159447106,0.620767425,0.20000001,0.20639142,99.3
4.907301281,-1.484324752,-0.928553124,-1.058204957,0.620767425,0.20000001,0.206347238,99.4
5.072156541,-1.74561485,-0.828553119,-0.957761577,1.153487637,-0.20000001,-0.183470248,99.5
5.431193744,-2.195601979,-0.928553124,-0.888294752,1.268866548,-0.20000001,-0.204944829,99.6
5.812694812,-2.701815568,-1.028553129,-0.968255876,1.620175773,-0.20000001,-0.20939984,99.7
6.232402522,-3.393508657,-1.128553134,-1.078430027,5.395883158,0.20000001,0.17271431,99.8
7.486990877,-5.777736919,-1.028553129,-1.040738598,10.35614685,0.20000001,0.212604299,99.9
-0.055555556,0.15,1.570796327,1.570796327,0.278074192,-0.199754264,-0.199754264,100
-0.056591971,0.289311027,1.470919195,1.577453569,0.313618475,-0.193054509,-0.1952948,100.1
-0.054912195,0.445924,1.374391941,1.537737793,0.520381329,0.005025991,-0.003503375,100.2
-0.032408515,0.703393893,1.376904936,1.443410121,0.319454259,-0.199833962,-0.201515169,100.3
-0.010722636,0.861749008,1.276987955,1.419273248,0.241963021,-0.199633418,-0.201047198,100.4
0.009511311,0.980882657,1.177171246,1.381644457,0.364865893,-0.199803948,-0.203050302,100.5
0.051601547,1.156398852,1.077269272,1.288527846,0.195251138,-0.199955179,-0.199603965,100.6
0.080624838,1.249144356,0.977291682,1.243484451,0.090080714,-0.199974679,-0.19530112,100.7
0.095648777,1.292545686,0.877304342,1.22939316,0.057953953,-0.199979954,-0.189710662,100.8
0.10596087,1.321327497,0.777314365,1.222537101,0.220693511,-0.19998268,-0.189991684,100.9
0.147634048,1.4169466,0.677323025,1.098609962,0.3092589,-0.199998277,-0.195157797,101
0.225212736,1.541555041,0.577323887,0.935021099,0.295398204,-0.20000001,-0.197683547,101.1
0.317379078,1.650193236,0.477323882,0.802255985,0.09027067,-0.20000001,-0.192416331,101.2
0.349494593,1.682736077,0.377323877,0.779747218,-0.042561874,-0.20000001,-0.182355996,101.3
0.33970601,1.672470288,0.277323872,0.842143462,0.008765712,-0.20000001,-0.169406241,101.4
0.345894582,1.679540671,0.177323867,0.860636331,0.131861976,-0.20000001,-0.163422435,101.5
0.385849119,1.721052653,0.077323862,0.748893634,0.137762016,-0.20000001,-0.165140955,101.6
0.43238349,1.759534366,-0.022676143,0.633704092,0.344113441,-0.20000001,-0.179440921,101.7
0.5653344,1.82974373,-0.122676148,0.357257562,0.998696376,-0.20000001,-0.223516962,101.8
1.040444283,1.878181305,-0.222676153,-0.064871683,1.054154044,-0.20000001,-0.214081015,101.9
1.557971808,1.795610761,-0.322676158,-0.232552518,0.89871266,-0.20000001,-0.207276898,102
1.988390596,1.670409301,-0.422676163,-0.333388637,0.78164454,-0.20000001,-0.206173154,102.1
2.350795011,1.526662869,-0.522676168,-0.423856447,0.313296917,-0.20000001,-0.202115226,102.2
2.492483103,1.460082412,-0.622676173,-0.46025103,0.326222769,-0.20000001,-0.202643023,102.3
2.635500403,1.383558666,-0.722676178,-0.525521179,0.380310515,-0.20000001,-0.203575106,102.4
2.793794765,1.28164575,-0.822676183,-0.619187589,0.446526892,-0.20000001,-0.204897253,102.5
2.966004701,1.14345063,-0.922676188,-0.731751014,0.44395534,-0.20000001,-0.20479065,102.6
3.121544341,0.988093329,-1.022676193,-0.83719864,0.315573848,-0.20000001,-0.202389353,102.7
3.222264438,0.868212133,-1.122676198,-0.909339341,0.401099559,-0.20000001,-0.203958155,102.8
3.335418932,0.705555697,-1.222676203,-1.015895405,0.508862891,-0.20000001,-0.206186875,102.9
3.453543994,0.483486754,-1.322676208,-1.143992631,0.620767424,0.20000001,0.185782549,103
3.562472667,0.194836914,-1.222676203,-1.242131407,0.57710017,-0.20000001,-0.198839471,103.1
3.657413895,-0.077707326,-1.322676208,-1.244481935,0.620767425,0.20000001,0.194539786,103.2
3.748549832,-0.374153393,-1.222676203,-1.277947573,0.620767423,0.20000001,0.203123915,103.3
3.84464684,-0.668964921,-1.122676198,-1.225387221,0.5530261,0.20000001,0.204616187,103.4
3.947131315,-0.924922085,-1.022676193,-1.150662402,0.508801046,0.20000001,0.204858386,103.5
4.059711058,-1.151820894,-0.922676188,-1.067421835,0.48274081,0.20000001,0.204871624,103.6
4.184514857,-1.356864687,-0.822676183,-0.979074568,0.463687788,0.20000001,0.20478142,103.7
4.321488047,-1.542076647,-0.722676178,-0.887834599,0.463687787,0.20000001,0.2049019,103.8
4.475102126,-1.713497834,-0.622676173,-0.791899391,0.463687787,0.20000001,0.204952465,103.9
4.644557792,-1.86914966,-0.522676168,-0.693786318,0.463687787,0.20000001,0.204974787,104
4.828491721,-2.007324316,-0.422676163,-0.594662428,0.620767425,0.20000001,0.207673158,104.1
5.094436235,-2.162601771,-0.322676158,-0.46701707,0.620767425,0.20000001,0.206849327,104.2
5.37733927,-2.285974194,-0.222676153,-0.357130071,0.620767425,0.20000001,0.206516282,104.3
5.671928699,-2.378738319,-0.122676148,-0.253598871,1.11544433,-0.20000001,-0.183726364,104.4
6.218229293,-2.485471034,-0.222676153,-0.182587504,1.153487637,-0.20000001,-0.204462259,104.5
6.781036974,-2.609146045,-0.322676158,-0.257602284,1.268866548,-0.20000001,-0.207827878,104.6
7.384579624,-2.801665671,-0.422676163,-0.359373134,1.620175773,-0.20000001,-0.209848771,104.7
8.123778656,-3.130433823,-0.522676168,-0.472349022,4.554386735,0.20000001,0.176835527,104.8
10.14071895,-4.183970386,-0.422676163,-0.439660731,3.377822229,0.20000001,0.205707972,104.9
-0.055555556,0.172222222,1.570796327,1.570796327,0.369181062,-0.199791429,-0.199791429,105
-0.05645163,0.357004406,1.470900612,1.570345172,0.358847051,-0.183523649,-0.186179604,105.1
-0.052809621,0.536097642,1.379138788,1.525875419,0.698423742,0.059598921,0.048746743,105.2
-0.016700587,0.881940447,1.408938248,1.431348687,0.303817071,-0.120853442,-0.121503906,105.3
0.004543815,1.032447115,1.348511527,1.425224064,0.28600175,-0.199039968,-0.20064644,105.4
0.026515466,1.173891228,1.248991543,1.402088462,0.685364248,-0.199876247,-0.207990176,105.5
0.105265099,1.505215906,1.14905342,1.277441331,0.140210127,-0.19996833,-0.200117696,105.6
0.125875672,1.572894505,1.049069254,1.269312826,0.003862158,-0.199978858,-0.195232597,105.7
0.127190085,1.577370854,0.949079826,1.299459616,-0.086512791,-0.199978143,-0.184858364,105.8
0.119336578,1.543583655,0.849090754,1.391410762,0.137469309,-0.199986559,-0.178386331,105.9
0.133561106,1.605860883,0.749097474,1.300684453,0.338059371,-0.199999878,-0.188054334,106
0.192446148,1.748216072,0.649097535,1.069915456,0.184359358,-0.200000006,-0.190082241,106.1
0.238405813,1.823407322,0.549097532,0.974165294,0.228663392,-0.20000001,-0.191631846,106.2
0.304907126,1.909336676,0.449097527,0.851684165,-0.121799897,-0.20000001,-0.179238021,106.3
0.275491758,1.871425655,0.349097522,0.980205228,0.099312825,-0.20000001,-0.167334739,106.4
0.302278778,1.908427964,0.249097517,0.907330705,0.317079091,-0.20000001,-0.177611226,106.5
0.401407962,2.004592488,0.149097512,0.649080368,0.016010531,-0.20000001,-0.176285727,106.6
0.410973789,2.011964478,0.049097507,0.663243086,0.295412017,-0.20000001,-0.180476657,106.7
0.523119564,2.079776866,-0.050902498,0.436212298,1.011567394,-0.20000001,-0.224086683,106.8
0.999026364,2.163784269,-0.150902503,0.005847076,1.035445174,-0.20000001,-0.213712169,106.9
1.511916126,2.119678127,-0.250902508,-0.159392382,0.898712652,-0.20000001,-0.207375841,107
1.950247376,2.025985698,-0.350902513,-0.261303901,0.354413975,-0.20000001,-0.202369009,107.1
2.120507584,1.977397601,-0.450902518,-0.300630979,0.44357521,-0.20000001,-0.204386717,107.2
2.32825681,1.903494409,-0.550902523,-0.384856132,0.381028906,-0.20000001,-0.203547013,107.3
2.500780415,1.825743474,-0.650902528,-0.464159908,0.412329898,-0.20000001,-0.204178133,107.4
2.678873735,1.725640476,-0.750902533,-0.560414029,0.446526892,-0.20000001,-0.204836859,107.5
2.859648024,1.598304845,-0.850902538,-0.666199141,0.443955344,-0.20000001,-0.204751624,107.6
3.02540134,1.45367611,-0.950902543,-0.768413284,0.315573848,-0.20000001,-0.202405982,107.7
3.134232447,1.341036494,-1.050902548,-0.83933854,0.401099559,-0.20000001,-0.203963408,107.8
3.258587084,1.186718741,-1.150902553,-0.94503727,0.508862898,-0.20000001,-0.206178787,107.9
3.392214747,0.973588291,-1.250902558,-1.072614602,0.600347612,-0.20000001,-0.207476622,108
3.516750961,0.703243224,-1.350902563,-1.200926651,0.600006258,-0.20000001,-0.206719898,108.1
3.608791333,0.419620216,-1.450902568,-1.311354211,0.620767424,0.20000001,0.189421175,108.2
3.672741857,0.116983117,-1.350902563,-1.384328404,0.620767425,0.20000001,0.201962873,108.3
3.734529907,-0.187062919,-1.250902558,-1.345845438,0.620767424,0.20000001,0.204984166,108.4
3.814756631,-0.486060482,-1.150902553,-1.267734753,0.508801046,0.20000001,0.204567506,108.5
3.899260219,-0.725041811,-1.050902548,-1.190856137,0.48274081,0.20000001,0.204778601,108.6
3.997578551,-0.94412087,-0.950902543,-1.105148844,0.463687788,0.20000001,0.204749417,108.7
4.110065908,-1.145196372,-0.850902538,-1.015062708,0.463687787,0.20000001,0.204888964,108.8
4.240642236,-1.334780028,-0.750902533,-0.919662429,0.463687787,0.20000001,0.204946872,108.9
4.388866007,-1.510782898,-0.650902528,-0.821797571,0.463687787,0.20000001,0.204972279,109
4.553648209,-1.671322312,-0.550902523,-0.722788907,0.620767425,0.20000001,0.207670467,109.1
4.797567048,-1.859319116,-0.450902518,-0.595207671,0.620767425,0.20000001,0.206848159,109.2
5.062375468,-2.017849491,-0.350902513,-0.485343655,0.620767425,0.20000001,0.206515839,109.3
5.342685435,-2.147520628,-0.250902508,-0.38182067,0.620767425,0.20000001,0.206392277,109.4
5.634831366,-2.247942048,-0.150902503,-0.280562969,1.153487637,-0.20000001,-0.183406877,109.5
6.196631081,-2.373510796,-0.250902508,-0.210710533,1.268866548,-0.20000001,-0.204936945,109.6
6.811213127,-2.528704954,-0.350902513,-0.290613299,1.620175773,-0.20000001,-0.209398637,109.7
7.571851883,-2.804427303,-0.450902518,-0.400779956,4.482613085,0.20000001,0.177290237,109.8
9.626217757,-3.696617492,-0.350902513,-0.368216873,9.000845618,0.20000001,0.215553642,109.9
-0.055555556,0.194444444,1.570796327,1.570796327,-0.093828044,0.133173194,0.133173194,110
-0.056181414,0.147916989,1.637382924,1.541322246,0.332816941,-0.199871434,-0.195757823,110.1
-0.055973034,0.313965141,1.537447207,1.58452908,0.520006451,-0.018944272,-0.021370662,110.2
-0.05551335,0.573818512,1.527975071,1.556216019,0.455945872,-0.18325756,-0.18447195,110.3
-0.05079314,0.801786941,1.436346291,1.535111978,0.669424086,0.199879825,0.192304868,110.4
-0.026602301,1.135149971,1.536286204,1.488378041,0.565383637,0.199964309,0.202442488,110.5
-0.008139863,1.417060756,1.636268358,1.531274136,0.185707421,-0.199978726,-0.196931237,110.6
-0.00679928,1.509477104,1.536278995,1.573853204,0.287054652,-0.199946578,-0.200883781,110.7
-0.007160979,1.653279004,1.436305706,1.565475348,0.618773105,-0.199986119,-0.206290536,110.8
0.009843206,1.960776079,1.336312647,1.465610647,-0.309073662,-0.199999892,-0.194345289,110.9
0.004312713,1.814082678,1.236312701,1.623889939,-0.130965182,-0.199999948,-0.180215659,111
0.01031116,1.761955611,1.136312726,1.757669144,0.509315747,-0.199999962,-0.19226712,111.1
0.01312813,1.991038643,1.036312746,1.399426221,-0.141260633,-0.20000001,-0.181941722,111.2
0.006863639,1.933449872,0.936312741,1.537015279,0.045928027,-0.20000001,-0.167583708,111.3
0.007905523,1.957802181,0.836312736,1.517905837,0.130067643,-0.20000001,-0.163508672,111.4
0.014041244,2.014411561,0.736312731,1.408166778,0.119908769,-0.20000001,-0.163997384,111.5
0.025205878,2.066328411,0.636312726,1.309721055,0.143136744,-0.200000009,-0.165266904,111.6
0.044982953,2.125648332,0.536312721,1.189206924,0.320165679,-0.20000001,-0.178315472,111.7
0.114324382,2.247073642,0.436312717,0.930749633,0.40146267,-0.20000001,-0.195098072,111.8
0.244294723,2.381494623,0.336312712,0.690416728,0.873681895,-0.20000001,-0.217886448,111.9
0.614183215,2.591378546,0.236312707,0.390082556,-0.249551757,-0.20000001,-0.1938179,112
0.5086105,2.540137382,0.136312702,0.531468925,0.252566755,-0.20000001,-0.194309914,112.1
0.616483061,2.594614022,0.036312697,0.405718956,0.26296677,-0.20000001,-0.196003112,112.2
0.735662059,2.637281727,-0.063687308,0.283558632,0.209227384,-0.20000001,-0.195182916,112.3
0.834356395,2.661356204,-0.163687313,0.194308093,0.395045212,-0.20000001,-0.201162514,112.4
1.023843955,2.680997753,-0.263687318,0.020611744,0.654035734,-0.06469992,-0.08044747,112.5
1.343462061,2.65177711,-0.296037278,-0.173581816,0.443955344,-0.20000001,-0.203925248,112.6
1.559918073,2.606404563,-0.396037283,-0.243378741,0.315573835,-0.20000001,-0.202472883,112.7
1.711270156,2.56436123,-0.496037288,-0.302155743,0.399658254,-0.20000001,-0.203952947,112.8
1.897130599,2.496437514,-0.596037293,-0.398954846,0.499193266,-0.20000001,-0.205903075,112.9
2.118389401,2.386627484,-0.696037298,-0.519548562,0.48864636,-0.20000001,-0.205472616,113
2.321918747,2.255161026,-0.796037303,-0.62652752,0.483724858,-0.20000001,-0.205293925,113.1
2.508886887,2.104659356,-0.896037308,-0.728696154,0.45634908,-0.20000001,-0.204807239,113.2
2.670502601,1.945973623,-0.996037313,-0.824355685,0.56246547,-0.20000001,-0.206668916,113.3
2.84728325,1.730102672,-1.096037318,-0.942132502,0.58148707,-0.20000001,-0.20655009,113.4
3.003868479,1.487330165,-1.196037323,-1.052165015,0.569041493,-0.20000001,-0.20609237,113.5
3.131374111,1.234763618,-1.296037328,-1.154100256,0.45634653,-0.20000001,-0.204444299,113.6
3.214880108,1.02369153,-1.396037333,-1.236282588,0.580881101,-0.20000001,-0.206693704,113.7
3.293666965,0.746207412,-1.496037338,-1.349834872,0.585787488,-0.20000001,-0.206400178,113.8
3.342221948,0.459083767,-1.596037343,-1.455755689,0.673522717,-0.20000001,-0.20745267,113.9
3.361136991,0.124646629,-1.696037348,-1.570180317,0.463687787,0.20000001,0.192597658,114
3.351908214,-0.106232166,-1.596037343,-1.630747029,0.620767425,0.20000001,0.202033777,114.1
