input_x1,input_y1,input_theta0,input_theta1,output_v0,output_delta0,output_v1,time
-0.1,0.15,1.570796327,1.570796327,-0.299635516,0.199765297,0.199765297,0.0
-0.10144986349855613,0.14560379731907563,1.57279397997,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14560379731907563,1.57279397997,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14560379731907563,1.57279397997,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14722856539925547,1.57279397997,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14722856539925547,1.57279397997,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14722856539925547,1.57279397997,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.1488533334794353,1.57279397997,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.1488533334794353,1.57279397997,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.1488533334794353,1.57279397997,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14560379731907563,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14560379731907563,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14560379731907563,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14722856539925547,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14722856539925547,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14722856539925547,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.1488533334794353,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.1488533334794353,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.1488533334794353,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14560379731907563,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14560379731907563,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14560379731907563,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14722856539925547,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14722856539925547,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14722856539925547,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.1488533334794353,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.1488533334794353,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.1488533334794353,1.5727939799700001,1.5688103164034208,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14560379731907563,1.57279397997,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14560379731907563,1.57279397997,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14560379731907563,1.57279397997,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14722856539925547,1.57279397997,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14722856539925547,1.57279397997,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14722856539925547,1.57279397997,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.1488533334794353,1.57279397997,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.1488533334794353,1.57279397997,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.1488533334794353,1.57279397997,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14560379731907563,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14560379731907563,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14560379731907563,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14722856539925547,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14722856539925547,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14722856539925547,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.1488533334794353,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.1488533334794353,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.1488533334794353,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14560379731907563,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14560379731907563,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14560379731907563,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14722856539925547,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14722856539925547,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14722856539925547,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.1488533334794353,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.1488533334794353,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.1488533334794353,1.5727939799700001,1.5701170759219396,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14560379731907563,1.57279397997,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14560379731907563,1.57279397997,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14560379731907563,1.57279397997,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14722856539925547,1.57279397997,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14722856539925547,1.57279397997,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14722856539925547,1.57279397997,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.1488533334794353,1.57279397997,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.1488533334794353,1.57279397997,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.1488533334794353,1.57279397997,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14560379731907563,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14560379731907563,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14560379731907563,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14722856539925547,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14722856539925547,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14722856539925547,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.1488533334794353,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.1488533334794353,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.1488533334794353,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14560379731907563,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14560379731907563,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14560379731907563,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.14722856539925547,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.14722856539925547,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.14722856539925547,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10144986349855613,0.1488533334794353,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.10002758943348283,0.1488533334794353,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.09860531536840955,0.1488533334794353,1.5727939799700001,1.5714238354404584,-0.299635516,0.199765297,0.199765297,0.009999999999999998
-0.104308836,0.001719663,1.670678975,1.498211296,0.361526891,-0.199958406,-0.190787574,0.1
-0.10627315572537233,0.0020497680509915924,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10404706712040634,0.0020497680509915924,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10182097851544038,0.0020497680509915924,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10627315572537233,0.005242248269086178,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10404706712040634,0.005242248269086178,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10182097851544038,0.005242248269086178,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10627315572537233,0.008434728487180763,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10404706712040634,0.008434728487180763,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10182097851544038,0.008434728487180763,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10627315572537233,0.0020497680509915924,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10404706712040634,0.0020497680509915924,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10182097851544038,0.0020497680509915924,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10627315572537233,0.005242248269086178,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10404706712040634,0.005242248269086178,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10182097851544038,0.005242248269086178,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10627315572537233,0.008434728487180763,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10404706712040634,0.008434728487180763,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10182097851544038,0.008434728487180763,1.66867939094,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10627315572537233,0.0020497680509915924,1.6686793909400002,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10404706712040634,0.0020497680509915924,1.6686793909400002,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10182097851544038,0.0020497680509915924,1.6686793909400002,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10627315572537233,0.005242248269086178,1.6686793909400002,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10404706712040634,0.005242248269086178,1.6686793909400002,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10182097851544038,0.005242248269086178,1.6686793909400002,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10627315572537233,0.008434728487180763,1.6686793909400002,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10404706712040634,0.008434728487180763,1.6686793909400002,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10182097851544038,0.008434728487180763,1.6686793909400002,1.4978709442286802,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10627315572537233,0.0020497680509915924,1.66867939094,1.5006449510984852,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10404706712040634,0.0020497680509915924,1.66867939094,1.5006449510984852,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10182097851544038,0.0020497680509915924,1.66867939094,1.5006449510984852,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10627315572537233,0.005242248269086178,1.66867939094,1.5006449510984852,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10404706712040634,0.005242248269086178,1.66867939094,1.5006449510984852,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10182097851544038,0.005242248269086178,1.66867939094,1.5006449510984852,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10627315572537233,0.008434728487180763,1.66867939094,1.5006449510984852,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10404706712040634,0.008434728487180763,1.66867939094,1.5006449510984852,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10182097851544038,0.008434728487180763,1.66867939094,1.5006449510984852,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
-0.10627315572537233,0.0020497680509915924,1.66867939094,1.5006449510984852,0.361526891,-0.190787574,-0.199958406,0.10999999999999999
